Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
141,35,49,22. I Want to Know What Love Is,37. Love Don't Cost a Thing,35. These Words,49. The Sweet Escape,38. The Way I Are,29. As Long as You Love Me,46. Last Request,4. I'm Yours,28. Take My Breath Away
142,27,40,24. I Don't Want to Miss a Thing,40. November Rain,23. Iris,12. My Love (feat. T.I.),15. Wherever You Will Go,27. Angels,36. Aicha,33. Kiss Me,30. Truly Madly Deeply
143,31,48,10. With You,8. Yellow,36. Aicha,1. Halo,48. Bad Romance,19. Butterfly,31. Fantasy,4. I'm Yours,35. These Words
144,29,48,48. Bad Romance,5. The Man Who Can't Be Moved,47. Harder To Breathe,39. Everlong,2. Stickwitu,9. Umbrella,34. Meet Me Halfway,29. As Long as You Love Me,37. Love Don't Cost a Thing
145,28,48,46. Last Request,11. Summer Love,48. Bad Romance,26. I Want It That Way,18. Beautiful Soul,42. When You Came into My Life,45. ...Baby One More Time,28. Take My Breath Away,38. The Way I Are
146,23,39,9. Umbrella,37. Love Don't Cost a Thing,32. You're Still The One,23. Iris,13. Bubbly,1. Halo,29. As Long as You Love Me,39. Everlong,36. Aicha
147,22,42,2. Stickwitu,27. Angels,3. Tattoo,35. These Words,42. When You Came into My Life,40. November Rain,1. Halo,16. Bleeding Love,22. I Want to Know What Love Is
148,34,47,42. When You Came into My Life,27. Angels,30. Truly Madly Deeply,46. Last Request,11. Summer Love,47. Harder To Breathe,15. Wherever You Will Go,34. Meet Me Halfway,43. Girlfriend
149,26,45,18. Beautiful Soul,27. Angels,26. I Want It That Way,35. These Words,4. I'm Yours,15. Wherever You Will Go,42. When You Came into My Life,45. ...Baby One More Time,19. Butterfly
150,21,45,35. These Words,20. I Will Always Love You,45. ...Baby One More Time,10. With You,21. The Power of Love,5. The Man Who Can't Be Moved,22. I Want to Know What Love Is,15. Wherever You Will Go,17. The Scientist
151,24,47,23. Iris,36. Aicha,9. Umbrella,28. Take My Breath Away,47. Harder To Breathe,12. My Love (feat. T.I.),4. I'm Yours,17. The Scientist,24. I Don't Want to Miss a Thing
152,28,44,25. Kiss from a Rose,38. The Way I Are,44. A Dios Le Pido,31. Fantasy,1. Halo,27. Angels,8. Yellow,28. Take My Breath Away,6. Hero
153,33,45,14. Forever,31. Fantasy,35. These Words,45. ...Baby One More Time,20. I Will Always Love You,4. I'm Yours,19. Butterfly,33. Kiss Me,28. Take My Breath Away
154,24,49,43. Girlfriend,31. Fantasy,48. Bad Romance,9. Umbrella,49. The Sweet Escape,23. Iris,24. I Don't Want to Miss a Thing,3. Tattoo,17. The Scientist
155,18,49,49. The Sweet Escape,18. Beautiful Soul,42. When You Came into My Life,39. Everlong,3. Tattoo,7. Do You Know? (The Ping Pong Song),31. Fantasy,14. Forever,48. Bad Romance
156,22,47,28. Take My Breath Away,19. Butterfly,25. Kiss from a Rose,47. Harder To Breathe,8. Yellow,6. Hero,11. Summer Love,22. I Want to Know What Love Is,4. I'm Yours
157,23,48,42. When You Came into My Life,17. The Scientist,5. The Man Who Can't Be Moved,3. Tattoo,21. The Power of Love,23. Iris,30. Truly Madly Deeply,41. La Tortura (feat. Alejandro Sanz),48. Bad Romance
158,30,49,45. ...Baby One More Time,10. With You,9. Umbrella,15. Wherever You Will Go,32. You're Still The One,49. The Sweet Escape,30. Truly Madly Deeply,24. I Don't Want to Miss a Thing,6. Hero
159,33,47,31. Fantasy,4. I'm Yours,35. These Words,30. Truly Madly Deeply,34. Meet Me Halfway,39. Everlong,33. Kiss Me,25. Kiss from a Rose,47. Harder To Breathe
160,19,37,6. Hero,16. Bleeding Love,33. Kiss Me,3. Tattoo,19. Butterfly,8. Yellow,29. As Long as You Love Me,21. The Power of Love,37. Love Don't Cost a Thing
161,18,43,12. My Love (feat. T.I.),18. Beautiful Soul,9. Umbrella,5. The Man Who Can't Be Moved,25. Kiss from a Rose,35. These Words,43. Girlfriend,42. When You Came into My Life,41. La Tortura (feat. Alejandro Sanz)
162,34,41,39. Everlong,19. Butterfly,41. La Tortura (feat. Alejandro Sanz),21. The Power of Love,11. Summer Love,34. Meet Me Halfway,20. I Will Always Love You,37. Love Don't Cost a Thing,22. I Want to Know What Love Is
163,17,46,23. Iris,25. Kiss from a Rose,10. With You,31. Fantasy,24. I Don't Want to Miss a Thing,9. Umbrella,8. Yellow,46. Last Request,17. The Scientist
164,33,49,24. I Don't Want to Miss a Thing,33. Kiss Me,29. As Long as You Love Me,40. November Rain,5. The Man Who Can't Be Moved,6. Hero,22. I Want to Know What Love Is,27. Angels,49. The Sweet Escape
165,15,47,1. Halo,7. Do You Know? (The Ping Pong Song),15. Wherever You Will Go,16. Bleeding Love,47. Harder To Breathe,12. My Love (feat. T.I.),44. A Dios Le Pido,18. Beautiful Soul,13. Bubbly
166,20,35,5. The Man Who Can't Be Moved,3. Tattoo,20. I Will Always Love You,10. With You,35. These Words,1. Halo,21. The Power of Love,7. Do You Know? (The Ping Pong Song),6. Hero
167,28,36,28. Take My Breath Away,15. Wherever You Will Go,8. Yellow,1. Halo,31. Fantasy,3. Tattoo,29. As Long as You Love Me,22. I Want to Know What Love Is,36. Aicha
168,19,36,36. Aicha,15. Wherever You Will Go,32. You're Still The One,18. Beautiful Soul,19. Butterfly,1. Halo,30. Truly Madly Deeply,23. Iris,11. Summer Love
169,37,49,49. The Sweet Escape,26. I Want It That Way,37. Love Don't Cost a Thing,13. Bubbly,42. When You Came into My Life,12. My Love (feat. T.I.),20. I Will Always Love You,40. November Rain,5. The Man Who Can't Be Moved
170,27,45,7. Do You Know? (The Ping Pong Song),9. Umbrella,45. ...Baby One More Time,27. Angels,24. I Don't Want to Miss a Thing,3. Tattoo,41. La Tortura (feat. Alejandro Sanz),38. The Way I Are,15. Wherever You Will Go
171,35,46,46. Last Request,16. Bleeding Love,35. These Words,36. Aicha,12. My Love (feat. T.I.),21. The Power of Love,45. ...Baby One More Time,40. November Rain,24. I Don't Want to Miss a Thing
172,34,45,34. Meet Me Halfway,5. The Man Who Can't Be Moved,44. A Dios Le Pido,12. My Love (feat. T.I.),45. ...Baby One More Time,4. I'm Yours,8. Yellow,43. Girlfriend,30. Truly Madly Deeply
173,31,40,17. The Scientist,37. Love Don't Cost a Thing,15. Wherever You Will Go,31. Fantasy,34. Meet Me Halfway,26. I Want It That Way,12. My Love (feat. T.I.),40. November Rain,32. You're Still The One
174,29,45,30. Truly Madly Deeply,28. Take My Breath Away,29. As Long as You Love Me,38. The Way I Are,9. Umbrella,22. I Want to Know What Love Is,19. Butterfly,45. ...Baby One More Time,17. The Scientist
175,24,49,21. The Power of Love,49. The Sweet Escape,6. Hero,24. I Don't Want to Miss a Thing,29. As Long as You Love Me,42. When You Came into My Life,10. With You,18. Beautiful Soul,46. Last Request
176,15,47,8. Yellow,11. Summer Love,46. Last Request,7. Do You Know? (The Ping Pong Song),47. Harder To Breathe,36. Aicha,15. Wherever You Will Go,40. November Rain,3. Tattoo
177,37,49,3. Tattoo,49. The Sweet Escape,37. Love Don't Cost a Thing,47. Harder To Breathe,20. I Will Always Love You,29. As Long as You Love Me,36. Aicha,42. When You Came into My Life,5. The Man Who Can't Be Moved
178,21,49,29. As Long as You Love Me,1. Halo,2. Stickwitu,4. I'm Yours,11. Summer Love,21. The Power of Love,49. The Sweet Escape,23. Iris,16. Bleeding Love
179,29,41,14. Forever,29. As Long as You Love Me,12. My Love (feat. T.I.),16. Bleeding Love,39. Everlong,41. La Tortura (feat. Alejandro Sanz),36. Aicha,5. The Man Who Can't Be Moved,28. Take My Breath Away
180,27,41,19. Butterfly,41. La Tortura (feat. Alejandro Sanz),21. The Power of Love,34. Meet Me Halfway,6. Hero,27. Angels,30. Truly Madly Deeply,25. Kiss from a Rose,16. Bleeding Love
181,35,46,46. Last Request,22. I Want to Know What Love Is,43. Girlfriend,9. Umbrella,35. These Words,15. Wherever You Will Go,26. I Want It That Way,41. La Tortura (feat. Alejandro Sanz),40. November Rain
182,29,48,29. As Long as You Love Me,2. Stickwitu,13. Bubbly,20. I Will Always Love You,25. Kiss from a Rose,45. ...Baby One More Time,9. Umbrella,48. Bad Romance,38. The Way I Are
183,21,45,21. The Power of Love,13. Bubbly,10. With You,45. ...Baby One More Time,17. The Scientist,2. Stickwitu,42. When You Came into My Life,41. La Tortura (feat. Alejandro Sanz),32. You're Still The One
184,13,37,10. With You,18. Beautiful Soul,25. Kiss from a Rose,13. Bubbly,5. The Man Who Can't Be Moved,34. Meet Me Halfway,1. Halo,37. Love Don't Cost a Thing,21. The Power of Love
185,29,38,29. As Long as You Love Me,32. You're Still The One,24. I Don't Want to Miss a Thing,19. Butterfly,3. Tattoo,38. The Way I Are,15. Wherever You Will Go,20. I Will Always Love You,31. Fantasy
186,21,46,14. Forever,12. My Love (feat. T.I.),21. The Power of Love,46. Last Request,30. Truly Madly Deeply,6. Hero,23. Iris,27. Angels,3. Tattoo
187,30,44,7. Do You Know? (The Ping Pong Song),35. These Words,24. I Don't Want to Miss a Thing,30. Truly Madly Deeply,21. The Power of Love,14. Forever,43. Girlfriend,18. Beautiful Soul,44. A Dios Le Pido
188,27,47,21. The Power of Love,11. Summer Love,27. Angels,36. Aicha,43. Girlfriend,4. I'm Yours,46. Last Request,47. Harder To Breathe,12. My Love (feat. T.I.)
189,45,49,45. ...Baby One More Time,22. I Want to Know What Love Is,8. Yellow,30. Truly Madly Deeply,16. Bleeding Love,47. Harder To Breathe,42. When You Came into My Life,49. The Sweet Escape,34. Meet Me Halfway
190,30,37,23. Iris,18. Beautiful Soul,37. Love Don't Cost a Thing,20. I Will Always Love You,32. You're Still The One,14. Forever,30. Truly Madly Deeply,16. Bleeding Love,13. Bubbly
191,26,49,26. I Want It That Way,3. Tattoo,7. Do You Know? (The Ping Pong Song),6. Hero,35. These Words,49. The Sweet Escape,23. Iris,36. Aicha,10. With You
192,25,39,2. Stickwitu,29. As Long as You Love Me,20. I Will Always Love You,3. Tattoo,38. The Way I Are,12. My Love (feat. T.I.),39. Everlong,8. Yellow,25. Kiss from a Rose
193,33,48,36. Aicha,40. November Rain,4. I'm Yours,31. Fantasy,48. Bad Romance,9. Umbrella,24. I Don't Want to Miss a Thing,34. Meet Me Halfway,33. Kiss Me
194,33,43,1. Halo,43. Girlfriend,3. Tattoo,42. When You Came into My Life,5. The Man Who Can't Be Moved,39. Everlong,17. The Scientist,33. Kiss Me,9. Umbrella
195,15,40,40. November Rain,16. Bleeding Love,36. Aicha,1. Halo,19. Butterfly,14. Forever,15. Wherever You Will Go,5. The Man Who Can't Be Moved,10. With You
196,30,46,38. The Way I Are,30. Truly Madly Deeply,22. I Want to Know What Love Is,46. Last Request,14. Forever,26. I Want It That Way,13. Bubbly,27. Angels,45. ...Baby One More Time
197,30,38,35. These Words,16. Bleeding Love,27. Angels,23. Iris,33. Kiss Me,38. The Way I Are,30. Truly Madly Deeply,22. I Want to Know What Love Is,18. Beautiful Soul
198,26,48,8. Yellow,18. Beautiful Soul,35. These Words,26. I Want It That Way,42. When You Came into My Life,24. I Don't Want to Miss a Thing,22. I Want to Know What Love Is,48. Bad Romance,29. As Long as You Love Me
199,31,47,34. Meet Me Halfway,43. Girlfriend,30. Truly Madly Deeply,13. Bubbly,6. Hero,31. Fantasy,47. Harder To Breathe,1. Halo,4. I'm Yours
200,36,47,10. With You,20. I Will Always Love You,45. ...Baby One More Time,19. Butterfly,47. Harder To Breathe,41. La Tortura (feat. Alejandro Sanz),36. Aicha,7. Do You Know? (The Ping Pong Song),30. Truly Madly Deeply
201,28,49,25. Kiss from a Rose,22. I Want to Know What Love Is,49. The Sweet Escape,42. When You Came into My Life,44. A Dios Le Pido,24. I Don't Want to Miss a Thing,16. Bleeding Love,18. Beautiful Soul,28. Take My Breath Away
202,29,48,25. Kiss from a Rose,41. La Tortura (feat. Alejandro Sanz),24. I Don't Want to Miss a Thing,48. Bad Romance,22. I Want to Know What Love Is,44. A Dios Le Pido,15. Wherever You Will Go,29. As Long as You Love Me,8. Yellow
203,15,49,19. Butterfly,22. I Want to Know What Love Is,11. Summer Love,45. ...Baby One More Time,16. Bleeding Love,49. The Sweet Escape,15. Wherever You Will Go,9. Umbrella,8. Yellow
204,18,41,25. Kiss from a Rose,7. Do You Know? (The Ping Pong Song),10. With You,36. Aicha,41. La Tortura (feat. Alejandro Sanz),18. Beautiful Soul,24. I Don't Want to Miss a Thing,6. Hero,8. Yellow
205,35,45,19. Butterfly,37. Love Don't Cost a Thing,45. ...Baby One More Time,6. Hero,14. Forever,35. These Words,36. Aicha,5. The Man Who Can't Be Moved,3. Tattoo
206,17,38,8. Yellow,29. As Long as You Love Me,18. Beautiful Soul,17. The Scientist,22. I Want to Know What Love Is,7. Do You Know? (The Ping Pong Song),9. Umbrella,38. The Way I Are,5. The Man Who Can't Be Moved
207,41,49,17. The Scientist,49. The Sweet Escape,36. Aicha,26. I Want It That Way,7. Do You Know? (The Ping Pong Song),41. La Tortura (feat. Alejandro Sanz),43. Girlfriend,37. Love Don't Cost a Thing,48. Bad Romance
208,17,47,31. Fantasy,4. I'm Yours,23. Iris,24. I Don't Want to Miss a Thing,15. Wherever You Will Go,7. Do You Know? (The Ping Pong Song),14. Forever,17. The Scientist,47. Harder To Breathe
209,17,46,31. Fantasy,7. Do You Know? (The Ping Pong Song),17. The Scientist,9. Umbrella,46. Last Request,10. With You,26. I Want It That Way,19. Butterfly,15. Wherever You Will Go
210,10,49,3. Tattoo,10. With You,5. The Man Who Can't Be Moved,49. The Sweet Escape,43. Girlfriend,34. Meet Me Halfway,44. A Dios Le Pido,38. The Way I Are,40. November Rain
211,24,44,24. I Don't Want to Miss a Thing,22. I Want to Know What Love Is,15. Wherever You Will Go,27. Angels,44. A Dios Le Pido,31. Fantasy,3. Tattoo,18. Beautiful Soul,42. When You Came into My Life
212,32,46,37. Love Don't Cost a Thing,29. As Long as You Love Me,14. Forever,13. Bubbly,46. Last Request,32. You're Still The One,45. ...Baby One More Time,4. I'm Yours,8. Yellow
213,33,49,39. Everlong,36. Aicha,16. Bleeding Love,27. Angels,49. The Sweet Escape,33. Kiss Me,45. ...Baby One More Time,32. You're Still The One,15. Wherever You Will Go
214,36,47,19. Butterfly,6. Hero,40. November Rain,8. Yellow,36. Aicha,24. I Don't Want to Miss a Thing,47. Harder To Breathe,9. Umbrella,20. I Will Always Love You
215,10,45,16. Bleeding Love,45. ...Baby One More Time,7. Do You Know? (The Ping Pong Song),3. Tattoo,38. The Way I Are,1. Halo,42. When You Came into My Life,11. Summer Love,10. With You
216,23,43,30. Truly Madly Deeply,40. November Rain,20. I Will Always Love You,36. Aicha,43. Girlfriend,22. I Want to Know What Love Is,8. Yellow,38. The Way I Are,23. Iris
217,27,43,1. Halo,39. Everlong,43. Girlfriend,26. I Want It That Way,37. Love Don't Cost a Thing,18. Beautiful Soul,27. Angels,24. I Don't Want to Miss a Thing,12. My Love (feat. T.I.)
218,21,45,10. With You,45. ...Baby One More Time,20. I Will Always Love You,30. Truly Madly Deeply,11. Summer Love,13. Bubbly,40. November Rain,42. When You Came into My Life,21. The Power of Love
219,29,45,6. Hero,43. Girlfriend,45. ...Baby One More Time,44. A Dios Le Pido,24. I Don't Want to Miss a Thing,19. Butterfly,29. As Long as You Love Me,26. I Want It That Way,14. Forever
220,32,48,36. Aicha,31. Fantasy,14. Forever,48. Bad Romance,32. You're Still The One,3. Tattoo,8. Yellow,30. Truly Madly Deeply,39. Everlong
221,26,46,19. Butterfly,26. I Want It That Way,25. Kiss from a Rose,1. Halo,15. Wherever You Will Go,29. As Long as You Love Me,40. November Rain,46. Last Request,3. Tattoo
222,33,45,40. November Rain,9. Umbrella,24. I Don't Want to Miss a Thing,1. Halo,33. Kiss Me,6. Hero,29. As Long as You Love Me,44. A Dios Le Pido,45. ...Baby One More Time
223,18,49,18. Beautiful Soul,11. Summer Love,12. My Love (feat. T.I.),40. November Rain,22. I Want to Know What Love Is,6. Hero,49. The Sweet Escape,43. Girlfriend,30. Truly Madly Deeply
224,18,45,42. When You Came into My Life,3. Tattoo,45. ...Baby One More Time,17. The Scientist,18. Beautiful Soul,15. Wherever You Will Go,35. These Words,23. Iris,8. Yellow
225,28,48,31. Fantasy,20. I Will Always Love You,33. Kiss Me,48. Bad Romance,45. ...Baby One More Time,39. Everlong,6. Hero,28. Take My Breath Away,10. With You
226,17,46,8. Yellow,35. These Words,20. I Will Always Love You,18. Beautiful Soul,21. The Power of Love,46. Last Request,17. The Scientist,6. Hero,2. Stickwitu
227,22,48,48. Bad Romance,23. Iris,15. Wherever You Will Go,40. November Rain,26. I Want It That Way,22. I Want to Know What Love Is,29. As Long as You Love Me,8. Yellow,21. The Power of Love
228,10,47,7. Do You Know? (The Ping Pong Song),47. Harder To Breathe,2. Stickwitu,10. With You,3. Tattoo,17. The Scientist,6. Hero,34. Meet Me Halfway,29. As Long as You Love Me
229,21,48,6. Hero,18. Beautiful Soul,21. The Power of Love,47. Harder To Breathe,26. I Want It That Way,37. Love Don't Cost a Thing,40. November Rain,48. Bad Romance,4. I'm Yours
230,33,45,45. ...Baby One More Time,18. Beautiful Soul,36. Aicha,24. I Don't Want to Miss a Thing,33. Kiss Me,30. Truly Madly Deeply,5. The Man Who Can't Be Moved,41. La Tortura (feat. Alejandro Sanz),22. I Want to Know What Love Is
231,44,48,31. Fantasy,30. Truly Madly Deeply,45. ...Baby One More Time,37. Love Don't Cost a Thing,44. A Dios Le Pido,33. Kiss Me,48. Bad Romance,9. Umbrella,42. When You Came into My Life
232,29,44,29. As Long as You Love Me,44. A Dios Le Pido,9. Umbrella,22. I Want to Know What Love Is,31. Fantasy,1. Halo,25. Kiss from a Rose,14. Forever,42. When You Came into My Life
233,22,49,11. Summer Love,22. I Want to Know What Love Is,8. Yellow,37. Love Don't Cost a Thing,34. Meet Me Halfway,29. As Long as You Love Me,49. The Sweet Escape,25. Kiss from a Rose,33. Kiss Me
234,40,43,37. Love Don't Cost a Thing,29. As Long as You Love Me,40. November Rain,43. Girlfriend,30. Truly Madly Deeply,5. The Man Who Can't Be Moved,11. Summer Love,41. La Tortura (feat. Alejandro Sanz),12. My Love (feat. T.I.)
235,21,38,5. The Man Who Can't Be Moved,14. Forever,38. The Way I Are,4. I'm Yours,21. The Power of Love,12. My Love (feat. T.I.),29. As Long as You Love Me,30. Truly Madly Deeply,20. I Will Always Love You
236,23,46,3. Tattoo,46. Last Request,24. I Don't Want to Miss a Thing,30. Truly Madly Deeply,29. As Long as You Love Me,31. Fantasy,13. Bubbly,23. Iris,9. Umbrella
237,10,40,30. Truly Madly Deeply,6. Hero,16. Bleeding Love,15. Wherever You Will Go,2. Stickwitu,34. Meet Me Halfway,40. November Rain,10. With You,35. These Words
238,28,48,28. Take My Breath Away,6. Hero,48. Bad Romance,8. Yellow,43. Girlfriend,23. Iris,2. Stickwitu,31. Fantasy,15. Wherever You Will Go
239,32,47,9. Umbrella,22. I Want to Know What Love Is,32. You're Still The One,15. Wherever You Will Go,47. Harder To Breathe,36. Aicha,43. Girlfriend,7. Do You Know? (The Ping Pong Song),12. My Love (feat. T.I.)
240,26,41,5. The Man Who Can't Be Moved,17. The Scientist,37. Love Don't Cost a Thing,16. Bleeding Love,26. I Want It That Way,21. The Power of Love,41. La Tortura (feat. Alejandro Sanz),31. Fantasy,22. I Want to Know What Love Is
241,23,41,4. I'm Yours,29. As Long as You Love Me,20. I Will Always Love You,15. Wherever You Will Go,39. Everlong,16. Bleeding Love,41. La Tortura (feat. Alejandro Sanz),11. Summer Love,23. Iris
242,29,40,30. Truly Madly Deeply,3. Tattoo,13. Bubbly,29. As Long as You Love Me,26. I Want It That Way,6. Hero,31. Fantasy,40. November Rain,39. Everlong
243,27,45,23. Iris,12. My Love (feat. T.I.),37. Love Don't Cost a Thing,22. I Want to Know What Love Is,39. Everlong,33. Kiss Me,27. Angels,41. La Tortura (feat. Alejandro Sanz),45. ...Baby One More Time
244,37,46,4. I'm Yours,33. Kiss Me,37. Love Don't Cost a Thing,46. Last Request,45. ...Baby One More Time,6. Hero,25. Kiss from a Rose,38. The Way I Are,2. Stickwitu
245,20,40,7. Do You Know? (The Ping Pong Song),14. Forever,35. These Words,27. Angels,11. Summer Love,21. The Power of Love,40. November Rain,20. I Will Always Love You,18. Beautiful Soul
246,11,36,11. Summer Love,5. The Man Who Can't Be Moved,3. Tattoo,18. Beautiful Soul,28. Take My Breath Away,35. These Words,33. Kiss Me,36. Aicha,19. Butterfly
247,39,47,47. Harder To Breathe,10. With You,45. ...Baby One More Time,32. You're Still The One,40. November Rain,21. The Power of Love,20. I Will Always Love You,13. Bubbly,39. Everlong
248,35,48,16. Bleeding Love,35. These Words,7. Do You Know? (The Ping Pong Song),48. Bad Romance,17. The Scientist,43. Girlfriend,40. November Rain,26. I Want It That Way,6. Hero
249,20,49,12. My Love (feat. T.I.),17. The Scientist,22. I Want to Know What Love Is,36. Aicha,20. I Will Always Love You,13. Bubbly,24. I Don't Want to Miss a Thing,8. Yellow,49. The Sweet Escape
250,29,47,23. Iris,24. I Don't Want to Miss a Thing,47. Harder To Breathe,41. La Tortura (feat. Alejandro Sanz),36. Aicha,17. The Scientist,14. Forever,25. Kiss from a Rose,29. As Long as You Love Me
251,25,45,30. Truly Madly Deeply,22. I Want to Know What Love Is,7. Do You Know? (The Ping Pong Song),34. Meet Me Halfway,45. ...Baby One More Time,25. Kiss from a Rose,43. Girlfriend,15. Wherever You Will Go,12. My Love (feat. T.I.)
252,20,47,4. I'm Yours,15. Wherever You Will Go,20. I Will Always Love You,43. Girlfriend,45. ...Baby One More Time,47. Harder To Breathe,5. The Man Who Can't Be Moved,9. Umbrella,25. Kiss from a Rose
253,25,37,20. I Will Always Love You,30. Truly Madly Deeply,5. The Man Who Can't Be Moved,37. Love Don't Cost a Thing,15. Wherever You Will Go,25. Kiss from a Rose,14. Forever,29. As Long as You Love Me,10. With You
254,25,47,23. Iris,1. Halo,47. Harder To Breathe,25. Kiss from a Rose,43. Girlfriend,8. Yellow,3. Tattoo,33. Kiss Me,2. Stickwitu
255,27,48,25. Kiss from a Rose,27. Angels,11. Summer Love,41. La Tortura (feat. Alejandro Sanz),48. Bad Romance,35. These Words,18. Beautiful Soul,40. November Rain,28. Take My Breath Away
256,22,48,22. I Want to Know What Love Is,2. Stickwitu,17. The Scientist,34. Meet Me Halfway,35. These Words,48. Bad Romance,32. You're Still The One,30. Truly Madly Deeply,1. Halo
257,36,49,13. Bubbly,36. Aicha,10. With You,44. A Dios Le Pido,4. I'm Yours,18. Beautiful Soul,49. The Sweet Escape,8. Yellow,41. La Tortura (feat. Alejandro Sanz)
258,22,48,16. Bleeding Love,22. I Want to Know What Love Is,2. Stickwitu,1. Halo,28. Take My Breath Away,10. With You,48. Bad Romance,46. Last Request,40. November Rain
259,29,49,28. Take My Breath Away,13. Bubbly,36. Aicha,49. The Sweet Escape,31. Fantasy,2. Stickwitu,25. Kiss from a Rose,5. The Man Who Can't Be Moved,29. As Long as You Love Me
260,7,49,4. I'm Yours,36. Aicha,20. I Will Always Love You,3. Tattoo,19. Butterfly,35. These Words,7. Do You Know? (The Ping Pong Song),5. The Man Who Can't Be Moved,49. The Sweet Escape
261,27,48,27. Angels,45. ...Baby One More Time,14. Forever,24. I Don't Want to Miss a Thing,48. Bad Romance,5. The Man Who Can't Be Moved,25. Kiss from a Rose,41. La Tortura (feat. Alejandro Sanz),42. When You Came into My Life
262,30,49,19. Butterfly,45. ...Baby One More Time,20. I Will Always Love You,11. Summer Love,49. The Sweet Escape,37. Love Don't Cost a Thing,30. Truly Madly Deeply,13. Bubbly,12. My Love (feat. T.I.)
263,20,39,39. Everlong,32. You're Still The One,12. My Love (feat. T.I.),20. I Will Always Love You,10. With You,5. The Man Who Can't Be Moved,26. I Want It That Way,23. Iris,29. As Long as You Love Me
264,33,48,33. Kiss Me,4. I'm Yours,48. Bad Romance,10. With You,43. Girlfriend,38. The Way I Are,27. Angels,37. Love Don't Cost a Thing,17. The Scientist
265,23,39,30. Truly Madly Deeply,37. Love Don't Cost a Thing,23. Iris,29. As Long as You Love Me,39. Everlong,8. Yellow,7. Do You Know? (The Ping Pong Song),26. I Want It That Way,16. Bleeding Love
266,22,42,14. Forever,42. When You Came into My Life,9. Umbrella,16. Bleeding Love,12. My Love (feat. T.I.),40. November Rain,22. I Want to Know What Love Is,17. The Scientist,11. Summer Love
267,17,48,15. Wherever You Will Go,17. The Scientist,9. Umbrella,27. Angels,35. These Words,48. Bad Romance,40. November Rain,29. As Long as You Love Me,12. My Love (feat. T.I.)
268,17,40,16. Bleeding Love,40. November Rain,33. Kiss Me,27. Angels,24. I Don't Want to Miss a Thing,32. You're Still The One,10. With You,2. Stickwitu,17. The Scientist
269,32,48,32. You're Still The One,18. Beautiful Soul,9. Umbrella,23. Iris,1. Halo,38. The Way I Are,26. I Want It That Way,48. Bad Romance,6. Hero
270,37,47,45. ...Baby One More Time,26. I Want It That Way,41. La Tortura (feat. Alejandro Sanz),47. Harder To Breathe,14. Forever,39. Everlong,25. Kiss from a Rose,37. Love Don't Cost a Thing,9. Umbrella
271,21,49,19. Butterfly,29. As Long as You Love Me,46. Last Request,7. Do You Know? (The Ping Pong Song),5. The Man Who Can't Be Moved,49. The Sweet Escape,21. The Power of Love,2. Stickwitu,31. Fantasy
272,25,49,46. Last Request,20. I Will Always Love You,11. Summer Love,21. The Power of Love,25. Kiss from a Rose,9. Umbrella,1. Halo,33. Kiss Me,49. The Sweet Escape
273,16,43,32. You're Still The One,30. Truly Madly Deeply,4. I'm Yours,43. Girlfriend,17. The Scientist,3. Tattoo,35. These Words,15. Wherever You Will Go,16. Bleeding Love
274,11,45,5. The Man Who Can't Be Moved,7. Do You Know? (The Ping Pong Song),45. ...Baby One More Time,10. With You,32. You're Still The One,36. Aicha,11. Summer Love,37. Love Don't Cost a Thing,19. Butterfly
275,20,47,1. Halo,20. I Will Always Love You,8. Yellow,13. Bubbly,47. Harder To Breathe,9. Umbrella,28. Take My Breath Away,37. Love Don't Cost a Thing,27. Angels
276,24,49,28. Take My Breath Away,9. Umbrella,30. Truly Madly Deeply,35. These Words,49. The Sweet Escape,15. Wherever You Will Go,24. I Don't Want to Miss a Thing,11. Summer Love,1. Halo
277,30,47,1. Halo,42. When You Came into My Life,37. Love Don't Cost a Thing,47. Harder To Breathe,31. Fantasy,2. Stickwitu,30. Truly Madly Deeply,18. Beautiful Soul,21. The Power of Love
278,24,33,25. Kiss from a Rose,21. The Power of Love,3. Tattoo,1. Halo,9. Umbrella,33. Kiss Me,14. Forever,24. I Don't Want to Miss a Thing,30. Truly Madly Deeply
279,17,40,17. The Scientist,37. Love Don't Cost a Thing,40. November Rain,14. Forever,21. The Power of Love,32. You're Still The One,7. Do You Know? (The Ping Pong Song),23. Iris,34. Meet Me Halfway
280,24,48,3. Tattoo,6. Hero,24. I Don't Want to Miss a Thing,48. Bad Romance,36. Aicha,33. Kiss Me,8. Yellow,43. Girlfriend,21. The Power of Love
281,17,49,30. Truly Madly Deeply,15. Wherever You Will Go,34. Meet Me Halfway,49. The Sweet Escape,43. Girlfriend,11. Summer Love,1. Halo,17. The Scientist,10. With You
282,29,41,29. As Long as You Love Me,33. Kiss Me,34. Meet Me Halfway,4. I'm Yours,14. Forever,41. La Tortura (feat. Alejandro Sanz),26. I Want It That Way,32. You're Still The One,19. Butterfly
283,28,46,6. Hero,19. Butterfly,46. Last Request,42. When You Came into My Life,41. La Tortura (feat. Alejandro Sanz),5. The Man Who Can't Be Moved,22. I Want to Know What Love Is,17. The Scientist,28. Take My Breath Away
