Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
146,20,23,13. Bad Romance,20. Caliente,15. Let's Get Loud,4. Fire,1. Ultima noapte de dragoste,23. Acele,22. Imperfect,21. Inainte Sa Ne Fi Nascut,11. K La Meteo
147,10,22,2. Ten Seconds to Love,10. Love in Slow Motion,22. Imperfect,11. K La Meteo,6. Lush Life,20. Caliente,9. The Winner Takes It All,3. Lav Stori,16. Dance Again
148,6,23,4. Fire,19. Limousine,5. Titi Me Pregunto,6. Lush Life,3. Lav Stori,11. K La Meteo,1. Ultima noapte de dragoste,23. Acele,18. Crying in the Club
149,8,19,18. Crying in the Club,12. L'enfer,6. Lush Life,5. Titi Me Pregunto,3. Lav Stori,8. High Hopes,19. Limousine,16. Dance Again,11. K La Meteo
150,8,20,5. Titi Me Pregunto,6. Lush Life,8. High Hopes,11. K La Meteo,9. The Winner Takes It All,20. Caliente,3. Lav Stori,7. Picatura de cerneala,15. Let's Get Loud
151,11,23,18. Crying in the Club,4. Fire,23. Acele,2. Ten Seconds to Love,6. Lush Life,11. K La Meteo,17. One Day,12. L'enfer,16. Dance Again
152,16,22,22. Imperfect,14. Young and Beautiful,21. Inainte Sa Ne Fi Nascut,8. High Hopes,15. Let's Get Loud,16. Dance Again,9. The Winner Takes It All,17. One Day,18. Crying in the Club
153,6,21,4. Fire,21. Inainte Sa Ne Fi Nascut,5. Titi Me Pregunto,2. Ten Seconds to Love,11. K La Meteo,6. Lush Life,10. Love in Slow Motion,12. L'enfer,3. Lav Stori
154,12,21,5. Titi Me Pregunto,12. L'enfer,10. Love in Slow Motion,2. Ten Seconds to Love,6. Lush Life,14. Young and Beautiful,21. Inainte Sa Ne Fi Nascut,7. Picatura de cerneala,1. Ultima noapte de dragoste
155,6,21,8. High Hopes,1. Ultima noapte de dragoste,21. Inainte Sa Ne Fi Nascut,15. Let's Get Loud,6. Lush Life,9. The Winner Takes It All,2. Ten Seconds to Love,4. Fire,16. Dance Again
156,16,22,16. Dance Again,4. Fire,2. Ten Seconds to Love,10. Love in Slow Motion,22. Imperfect,14. Young and Beautiful,8. High Hopes,7. Picatura de cerneala,20. Caliente
157,10,21,16. Dance Again,21. Inainte Sa Ne Fi Nascut,6. Lush Life,5. Titi Me Pregunto,9. The Winner Takes It All,10. Love in Slow Motion,12. L'enfer,8. High Hopes,20. Caliente
158,13,22,13. Bad Romance,3. Lav Stori,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,17. One Day,5. Titi Me Pregunto,1. Ultima noapte de dragoste,22. Imperfect,18. Crying in the Club
159,17,21,2. Ten Seconds to Love,13. Bad Romance,19. Limousine,10. Love in Slow Motion,3. Lav Stori,20. Caliente,17. One Day,21. Inainte Sa Ne Fi Nascut,12. L'enfer
160,16,23,6. Lush Life,21. Inainte Sa Ne Fi Nascut,10. Love in Slow Motion,23. Acele,8. High Hopes,16. Dance Again,18. Crying in the Club,3. Lav Stori,12. L'enfer
161,14,22,4. Fire,2. Ten Seconds to Love,22. Imperfect,6. Lush Life,20. Caliente,8. High Hopes,14. Young and Beautiful,21. Inainte Sa Ne Fi Nascut,10. Love in Slow Motion
162,11,21,21. Inainte Sa Ne Fi Nascut,19. Limousine,7. Picatura de cerneala,2. Ten Seconds to Love,10. Love in Slow Motion,11. K La Meteo,18. Crying in the Club,14. Young and Beautiful,15. Let's Get Loud
163,16,23,2. Ten Seconds to Love,23. Acele,18. Crying in the Club,5. Titi Me Pregunto,15. Let's Get Loud,22. Imperfect,16. Dance Again,21. Inainte Sa Ne Fi Nascut,1. Ultima noapte de dragoste
164,8,20,13. Bad Romance,8. High Hopes,12. L'enfer,15. Let's Get Loud,7. Picatura de cerneala,10. Love in Slow Motion,20. Caliente,5. Titi Me Pregunto,2. Ten Seconds to Love
165,15,22,20. Caliente,8. High Hopes,4. Fire,18. Crying in the Club,21. Inainte Sa Ne Fi Nascut,13. Bad Romance,22. Imperfect,9. The Winner Takes It All,15. Let's Get Loud
166,10,21,6. Lush Life,10. Love in Slow Motion,2. Ten Seconds to Love,12. L'enfer,21. Inainte Sa Ne Fi Nascut,18. Crying in the Club,19. Limousine,5. Titi Me Pregunto,14. Young and Beautiful
167,13,23,9. The Winner Takes It All,23. Acele,22. Imperfect,5. Titi Me Pregunto,17. One Day,7. Picatura de cerneala,13. Bad Romance,2. Ten Seconds to Love,6. Lush Life
168,9,21,6. Lush Life,17. One Day,3. Lav Stori,13. Bad Romance,11. K La Meteo,2. Ten Seconds to Love,19. Limousine,21. Inainte Sa Ne Fi Nascut,9. The Winner Takes It All
169,11,21,21. Inainte Sa Ne Fi Nascut,12. L'enfer,15. Let's Get Loud,20. Caliente,2. Ten Seconds to Love,16. Dance Again,9. The Winner Takes It All,5. Titi Me Pregunto,11. K La Meteo
170,5,16,4. Fire,9. The Winner Takes It All,11. K La Meteo,2. Ten Seconds to Love,12. L'enfer,16. Dance Again,5. Titi Me Pregunto,3. Lav Stori,8. High Hopes
171,6,23,16. Dance Again,1. Ultima noapte de dragoste,21. Inainte Sa Ne Fi Nascut,8. High Hopes,23. Acele,14. Young and Beautiful,3. Lav Stori,4. Fire,6. Lush Life
172,9,18,4. Fire,9. The Winner Takes It All,10. Love in Slow Motion,5. Titi Me Pregunto,8. High Hopes,14. Young and Beautiful,18. Crying in the Club,7. Picatura de cerneala,3. Lav Stori
173,18,23,5. Titi Me Pregunto,23. Acele,4. Fire,22. Imperfect,2. Ten Seconds to Love,20. Caliente,15. Let's Get Loud,18. Crying in the Club,14. Young and Beautiful
174,8,21,8. High Hopes,2. Ten Seconds to Love,16. Dance Again,5. Titi Me Pregunto,13. Bad Romance,19. Limousine,3. Lav Stori,21. Inainte Sa Ne Fi Nascut,14. Young and Beautiful
175,4,21,18. Crying in the Club,13. Bad Romance,16. Dance Again,21. Inainte Sa Ne Fi Nascut,14. Young and Beautiful,6. Lush Life,4. Fire,1. Ultima noapte de dragoste,2. Ten Seconds to Love
176,18,23,22. Imperfect,15. Let's Get Loud,7. Picatura de cerneala,10. Love in Slow Motion,18. Crying in the Club,20. Caliente,23. Acele,17. One Day,8. High Hopes
177,8,23,21. Inainte Sa Ne Fi Nascut,6. Lush Life,15. Let's Get Loud,9. The Winner Takes It All,8. High Hopes,17. One Day,23. Acele,3. Lav Stori,4. Fire
178,14,23,23. Acele,3. Lav Stori,6. Lush Life,10. Love in Slow Motion,9. The Winner Takes It All,14. Young and Beautiful,2. Ten Seconds to Love,20. Caliente,16. Dance Again
179,9,23,15. Let's Get Loud,2. Ten Seconds to Love,7. Picatura de cerneala,5. Titi Me Pregunto,3. Lav Stori,23. Acele,19. Limousine,9. The Winner Takes It All,18. Crying in the Club
180,7,23,8. High Hopes,7. Picatura de cerneala,22. Imperfect,19. Limousine,4. Fire,5. Titi Me Pregunto,23. Acele,6. Lush Life,15. Let's Get Loud
181,14,23,2. Ten Seconds to Love,5. Titi Me Pregunto,23. Acele,17. One Day,19. Limousine,21. Inainte Sa Ne Fi Nascut,14. Young and Beautiful,4. Fire,9. The Winner Takes It All
182,15,21,21. Inainte Sa Ne Fi Nascut,5. Titi Me Pregunto,2. Ten Seconds to Love,13. Bad Romance,15. Let's Get Loud,16. Dance Again,19. Limousine,10. Love in Slow Motion,9. The Winner Takes It All
183,13,21,14. Young and Beautiful,12. L'enfer,13. Bad Romance,4. Fire,17. One Day,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut,1. Ultima noapte de dragoste,8. High Hopes
184,6,22,18. Crying in the Club,1. Ultima noapte de dragoste,8. High Hopes,11. K La Meteo,3. Lav Stori,22. Imperfect,10. Love in Slow Motion,6. Lush Life,17. One Day
185,7,23,20. Caliente,23. Acele,3. Lav Stori,17. One Day,9. The Winner Takes It All,11. K La Meteo,7. Picatura de cerneala,2. Ten Seconds to Love,5. Titi Me Pregunto
186,14,22,6. Lush Life,20. Caliente,18. Crying in the Club,11. K La Meteo,5. Titi Me Pregunto,21. Inainte Sa Ne Fi Nascut,14. Young and Beautiful,22. Imperfect,17. One Day
187,17,22,11. K La Meteo,22. Imperfect,18. Crying in the Club,3. Lav Stori,17. One Day,6. Lush Life,19. Limousine,13. Bad Romance,2. Ten Seconds to Love
188,4,19,15. Let's Get Loud,2. Ten Seconds to Love,11. K La Meteo,5. Titi Me Pregunto,4. Fire,1. Ultima noapte de dragoste,14. Young and Beautiful,3. Lav Stori,19. Limousine
189,16,23,11. K La Meteo,1. Ultima noapte de dragoste,16. Dance Again,23. Acele,19. Limousine,13. Bad Romance,15. Let's Get Loud,22. Imperfect,4. Fire
190,6,22,6. Lush Life,7. Picatura de cerneala,4. Fire,3. Lav Stori,17. One Day,8. High Hopes,5. Titi Me Pregunto,22. Imperfect,1. Ultima noapte de dragoste
191,13,21,12. L'enfer,7. Picatura de cerneala,13. Bad Romance,4. Fire,8. High Hopes,19. Limousine,21. Inainte Sa Ne Fi Nascut,17. One Day,5. Titi Me Pregunto
192,7,21,11. K La Meteo,4. Fire,7. Picatura de cerneala,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,2. Ten Seconds to Love,19. Limousine,14. Young and Beautiful,6. Lush Life
193,17,21,21. Inainte Sa Ne Fi Nascut,6. Lush Life,7. Picatura de cerneala,15. Let's Get Loud,17. One Day,12. L'enfer,4. Fire,9. The Winner Takes It All,19. Limousine
194,16,23,18. Crying in the Club,9. The Winner Takes It All,20. Caliente,16. Dance Again,12. L'enfer,15. Let's Get Loud,14. Young and Beautiful,23. Acele,19. Limousine
195,12,20,14. Young and Beautiful,6. Lush Life,20. Caliente,3. Lav Stori,12. L'enfer,19. Limousine,16. Dance Again,1. Ultima noapte de dragoste,15. Let's Get Loud
196,15,19,2. Ten Seconds to Love,16. Dance Again,14. Young and Beautiful,6. Lush Life,13. Bad Romance,19. Limousine,15. Let's Get Loud,12. L'enfer,11. K La Meteo
197,13,23,13. Bad Romance,15. Let's Get Loud,7. Picatura de cerneala,8. High Hopes,20. Caliente,23. Acele,4. Fire,17. One Day,6. Lush Life
198,14,20,14. Young and Beautiful,2. Ten Seconds to Love,11. K La Meteo,12. L'enfer,20. Caliente,8. High Hopes,6. Lush Life,5. Titi Me Pregunto,18. Crying in the Club
199,14,18,7. Picatura de cerneala,14. Young and Beautiful,18. Crying in the Club,17. One Day,6. Lush Life,3. Lav Stori,2. Ten Seconds to Love,4. Fire,15. Let's Get Loud
200,12,20,2. Ten Seconds to Love,12. L'enfer,19. Limousine,13. Bad Romance,9. The Winner Takes It All,3. Lav Stori,20. Caliente,7. Picatura de cerneala,17. One Day
201,13,18,10. Love in Slow Motion,15. Let's Get Loud,18. Crying in the Club,13. Bad Romance,5. Titi Me Pregunto,6. Lush Life,16. Dance Again,2. Ten Seconds to Love,9. The Winner Takes It All
202,11,21,21. Inainte Sa Ne Fi Nascut,16. Dance Again,20. Caliente,13. Bad Romance,7. Picatura de cerneala,9. The Winner Takes It All,3. Lav Stori,2. Ten Seconds to Love,11. K La Meteo
203,10,22,5. Titi Me Pregunto,14. Young and Beautiful,22. Imperfect,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut,6. Lush Life,9. The Winner Takes It All,17. One Day,18. Crying in the Club
204,15,21,13. Bad Romance,15. Let's Get Loud,3. Lav Stori,18. Crying in the Club,7. Picatura de cerneala,20. Caliente,11. K La Meteo,21. Inainte Sa Ne Fi Nascut,4. Fire
205,17,21,19. Limousine,7. Picatura de cerneala,5. Titi Me Pregunto,1. Ultima noapte de dragoste,18. Crying in the Club,17. One Day,12. L'enfer,21. Inainte Sa Ne Fi Nascut,6. Lush Life
206,12,22,9. The Winner Takes It All,16. Dance Again,12. L'enfer,19. Limousine,8. High Hopes,10. Love in Slow Motion,22. Imperfect,21. Inainte Sa Ne Fi Nascut,3. Lav Stori
207,9,20,8. High Hopes,4. Fire,9. The Winner Takes It All,20. Caliente,13. Bad Romance,10. Love in Slow Motion,3. Lav Stori,11. K La Meteo,15. Let's Get Loud
208,16,21,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,10. Love in Slow Motion,19. Limousine,13. Bad Romance,7. Picatura de cerneala,18. Crying in the Club,17. One Day,16. Dance Again
209,17,21,1. Ultima noapte de dragoste,13. Bad Romance,17. One Day,21. Inainte Sa Ne Fi Nascut,20. Caliente,11. K La Meteo,3. Lav Stori,19. Limousine,7. Picatura de cerneala
210,13,23,18. Crying in the Club,9. The Winner Takes It All,14. Young and Beautiful,17. One Day,8. High Hopes,3. Lav Stori,15. Let's Get Loud,13. Bad Romance,23. Acele
211,7,21,17. One Day,4. Fire,8. High Hopes,14. Young and Beautiful,3. Lav Stori,13. Bad Romance,16. Dance Again,7. Picatura de cerneala,21. Inainte Sa Ne Fi Nascut
212,14,19,14. Young and Beautiful,18. Crying in the Club,1. Ultima noapte de dragoste,10. Love in Slow Motion,12. L'enfer,17. One Day,8. High Hopes,19. Limousine,11. K La Meteo
213,14,19,4. Fire,8. High Hopes,14. Young and Beautiful,19. Limousine,2. Ten Seconds to Love,1. Ultima noapte de dragoste,5. Titi Me Pregunto,15. Let's Get Loud,3. Lav Stori
214,10,23,5. Titi Me Pregunto,10. Love in Slow Motion,2. Ten Seconds to Love,16. Dance Again,3. Lav Stori,14. Young and Beautiful,13. Bad Romance,23. Acele,20. Caliente
215,8,21,16. Dance Again,9. The Winner Takes It All,20. Caliente,8. High Hopes,3. Lav Stori,7. Picatura de cerneala,13. Bad Romance,12. L'enfer,21. Inainte Sa Ne Fi Nascut
216,12,20,16. Dance Again,11. K La Meteo,6. Lush Life,4. Fire,20. Caliente,3. Lav Stori,1. Ultima noapte de dragoste,10. Love in Slow Motion,12. L'enfer
217,13,22,6. Lush Life,12. L'enfer,22. Imperfect,1. Ultima noapte de dragoste,10. Love in Slow Motion,13. Bad Romance,19. Limousine,20. Caliente,9. The Winner Takes It All
218,14,21,12. L'enfer,6. Lush Life,21. Inainte Sa Ne Fi Nascut,15. Let's Get Loud,14. Young and Beautiful,1. Ultima noapte de dragoste,4. Fire,9. The Winner Takes It All,17. One Day
219,13,20,9. The Winner Takes It All,11. K La Meteo,13. Bad Romance,12. L'enfer,16. Dance Again,15. Let's Get Loud,20. Caliente,10. Love in Slow Motion,18. Crying in the Club
220,15,23,16. Dance Again,13. Bad Romance,8. High Hopes,12. L'enfer,15. Let's Get Loud,7. Picatura de cerneala,2. Ten Seconds to Love,6. Lush Life,23. Acele
221,7,21,2. Ten Seconds to Love,20. Caliente,21. Inainte Sa Ne Fi Nascut,18. Crying in the Club,19. Limousine,3. Lav Stori,1. Ultima noapte de dragoste,7. Picatura de cerneala,4. Fire
222,18,23,20. Caliente,8. High Hopes,3. Lav Stori,14. Young and Beautiful,13. Bad Romance,23. Acele,9. The Winner Takes It All,18. Crying in the Club,11. K La Meteo
223,14,22,14. Young and Beautiful,11. K La Meteo,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,22. Imperfect,8. High Hopes,4. Fire,13. Bad Romance,18. Crying in the Club
224,8,21,10. Love in Slow Motion,19. Limousine,20. Caliente,1. Ultima noapte de dragoste,8. High Hopes,3. Lav Stori,14. Young and Beautiful,17. One Day,21. Inainte Sa Ne Fi Nascut
225,13,22,18. Crying in the Club,16. Dance Again,7. Picatura de cerneala,22. Imperfect,11. K La Meteo,6. Lush Life,4. Fire,10. Love in Slow Motion,13. Bad Romance
226,10,23,4. Fire,16. Dance Again,23. Acele,7. Picatura de cerneala,3. Lav Stori,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,15. Let's Get Loud
227,16,21,5. Titi Me Pregunto,16. Dance Again,15. Let's Get Loud,18. Crying in the Club,8. High Hopes,12. L'enfer,11. K La Meteo,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut
228,17,22,21. Inainte Sa Ne Fi Nascut,17. One Day,8. High Hopes,20. Caliente,1. Ultima noapte de dragoste,18. Crying in the Club,22. Imperfect,2. Ten Seconds to Love,16. Dance Again
229,16,21,10. Love in Slow Motion,20. Caliente,2. Ten Seconds to Love,21. Inainte Sa Ne Fi Nascut,15. Let's Get Loud,4. Fire,5. Titi Me Pregunto,12. L'enfer,16. Dance Again
230,9,19,4. Fire,9. The Winner Takes It All,3. Lav Stori,8. High Hopes,19. Limousine,16. Dance Again,14. Young and Beautiful,2. Ten Seconds to Love,13. Bad Romance
231,15,22,12. L'enfer,2. Ten Seconds to Love,22. Imperfect,14. Young and Beautiful,15. Let's Get Loud,7. Picatura de cerneala,21. Inainte Sa Ne Fi Nascut,17. One Day,1. Ultima noapte de dragoste
232,11,22,10. Love in Slow Motion,18. Crying in the Club,22. Imperfect,1. Ultima noapte de dragoste,5. Titi Me Pregunto,21. Inainte Sa Ne Fi Nascut,11. K La Meteo,16. Dance Again,17. One Day
233,16,20,12. L'enfer,3. Lav Stori,20. Caliente,2. Ten Seconds to Love,4. Fire,18. Crying in the Club,16. Dance Again,17. One Day,11. K La Meteo
234,12,19,10. Love in Slow Motion,12. L'enfer,11. K La Meteo,17. One Day,2. Ten Seconds to Love,5. Titi Me Pregunto,19. Limousine,15. Let's Get Loud,18. Crying in the Club
235,10,23,4. Fire,11. K La Meteo,6. Lush Life,23. Acele,17. One Day,7. Picatura de cerneala,15. Let's Get Loud,19. Limousine,10. Love in Slow Motion
236,4,23,3. Lav Stori,23. Acele,13. Bad Romance,18. Crying in the Club,5. Titi Me Pregunto,6. Lush Life,2. Ten Seconds to Love,1. Ultima noapte de dragoste,4. Fire
237,9,17,7. Picatura de cerneala,4. Fire,17. One Day,13. Bad Romance,6. Lush Life,15. Let's Get Loud,14. Young and Beautiful,9. The Winner Takes It All,2. Ten Seconds to Love
238,10,22,19. Limousine,13. Bad Romance,12. L'enfer,1. Ultima noapte de dragoste,9. The Winner Takes It All,10. Love in Slow Motion,22. Imperfect,16. Dance Again,4. Fire
239,17,20,10. Love in Slow Motion,3. Lav Stori,17. One Day,14. Young and Beautiful,20. Caliente,12. L'enfer,19. Limousine,7. Picatura de cerneala,13. Bad Romance
240,17,23,13. Bad Romance,18. Crying in the Club,20. Caliente,2. Ten Seconds to Love,10. Love in Slow Motion,23. Acele,17. One Day,16. Dance Again,15. Let's Get Loud
241,13,22,22. Imperfect,3. Lav Stori,13. Bad Romance,19. Limousine,20. Caliente,9. The Winner Takes It All,16. Dance Again,4. Fire,11. K La Meteo
242,13,23,13. Bad Romance,20. Caliente,6. Lush Life,8. High Hopes,17. One Day,23. Acele,7. Picatura de cerneala,19. Limousine,12. L'enfer
243,6,20,6. Lush Life,17. One Day,7. Picatura de cerneala,4. Fire,12. L'enfer,20. Caliente,5. Titi Me Pregunto,19. Limousine,9. The Winner Takes It All
244,8,21,2. Ten Seconds to Love,15. Let's Get Loud,17. One Day,4. Fire,6. Lush Life,10. Love in Slow Motion,8. High Hopes,21. Inainte Sa Ne Fi Nascut,12. L'enfer
245,10,21,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,18. Crying in the Club,14. Young and Beautiful,10. Love in Slow Motion,8. High Hopes,17. One Day,1. Ultima noapte de dragoste,11. K La Meteo
246,12,19,1. Ultima noapte de dragoste,2. Ten Seconds to Love,19. Limousine,13. Bad Romance,7. Picatura de cerneala,8. High Hopes,5. Titi Me Pregunto,12. L'enfer,4. Fire
247,5,23,17. One Day,12. L'enfer,4. Fire,5. Titi Me Pregunto,1. Ultima noapte de dragoste,2. Ten Seconds to Love,23. Acele,13. Bad Romance,9. The Winner Takes It All
248,14,22,14. Young and Beautiful,18. Crying in the Club,15. Let's Get Loud,5. Titi Me Pregunto,4. Fire,22. Imperfect,11. K La Meteo,17. One Day,2. Ten Seconds to Love
249,9,22,3. Lav Stori,14. Young and Beautiful,15. Let's Get Loud,16. Dance Again,19. Limousine,22. Imperfect,1. Ultima noapte de dragoste,9. The Winner Takes It All,7. Picatura de cerneala
250,13,23,2. Ten Seconds to Love,13. Bad Romance,1. Ultima noapte de dragoste,5. Titi Me Pregunto,21. Inainte Sa Ne Fi Nascut,16. Dance Again,19. Limousine,23. Acele,15. Let's Get Loud
251,14,23,2. Ten Seconds to Love,21. Inainte Sa Ne Fi Nascut,17. One Day,23. Acele,13. Bad Romance,5. Titi Me Pregunto,6. Lush Life,14. Young and Beautiful,10. Love in Slow Motion
252,9,23,9. The Winner Takes It All,17. One Day,10. Love in Slow Motion,8. High Hopes,23. Acele,18. Crying in the Club,3. Lav Stori,12. L'enfer,19. Limousine
253,13,19,5. Titi Me Pregunto,19. Limousine,17. One Day,13. Bad Romance,11. K La Meteo,2. Ten Seconds to Love,18. Crying in the Club,12. L'enfer,3. Lav Stori
254,12,20,9. The Winner Takes It All,7. Picatura de cerneala,15. Let's Get Loud,1. Ultima noapte de dragoste,12. L'enfer,11. K La Meteo,13. Bad Romance,20. Caliente,6. Lush Life
255,7,22,22. Imperfect,11. K La Meteo,5. Titi Me Pregunto,12. L'enfer,17. One Day,20. Caliente,4. Fire,7. Picatura de cerneala,1. Ultima noapte de dragoste
256,18,22,19. Limousine,7. Picatura de cerneala,20. Caliente,2. Ten Seconds to Love,17. One Day,18. Crying in the Club,14. Young and Beautiful,22. Imperfect,13. Bad Romance
257,13,23,11. K La Meteo,21. Inainte Sa Ne Fi Nascut,13. Bad Romance,23. Acele,4. Fire,2. Ten Seconds to Love,17. One Day,19. Limousine,1. Ultima noapte de dragoste
258,18,23,1. Ultima noapte de dragoste,23. Acele,4. Fire,15. Let's Get Loud,19. Limousine,8. High Hopes,18. Crying in the Club,14. Young and Beautiful,21. Inainte Sa Ne Fi Nascut
259,13,21,12. L'enfer,18. Crying in the Club,21. Inainte Sa Ne Fi Nascut,17. One Day,2. Ten Seconds to Love,8. High Hopes,13. Bad Romance,9. The Winner Takes It All,6. Lush Life
260,5,21,4. Fire,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,18. Crying in the Club,12. L'enfer,17. One Day,5. Titi Me Pregunto,1. Ultima noapte de dragoste,2. Ten Seconds to Love
261,17,21,1. Ultima noapte de dragoste,18. Crying in the Club,21. Inainte Sa Ne Fi Nascut,13. Bad Romance,19. Limousine,11. K La Meteo,17. One Day,7. Picatura de cerneala,4. Fire
262,14,18,15. Let's Get Loud,4. Fire,18. Crying in the Club,17. One Day,16. Dance Again,11. K La Meteo,9. The Winner Takes It All,14. Young and Beautiful,5. Titi Me Pregunto
263,15,23,4. Fire,21. Inainte Sa Ne Fi Nascut,23. Acele,15. Let's Get Loud,13. Bad Romance,5. Titi Me Pregunto,20. Caliente,18. Crying in the Club,6. Lush Life
264,9,21,1. Ultima noapte de dragoste,9. The Winner Takes It All,2. Ten Seconds to Love,16. Dance Again,10. Love in Slow Motion,6. Lush Life,15. Let's Get Loud,21. Inainte Sa Ne Fi Nascut,20. Caliente
265,6,18,1. Ultima noapte de dragoste,6. Lush Life,16. Dance Again,14. Young and Beautiful,4. Fire,18. Crying in the Club,12. L'enfer,5. Titi Me Pregunto,13. Bad Romance
266,13,22,7. Picatura de cerneala,20. Caliente,13. Bad Romance,17. One Day,6. Lush Life,11. K La Meteo,4. Fire,22. Imperfect,9. The Winner Takes It All
267,9,23,20. Caliente,22. Imperfect,2. Ten Seconds to Love,4. Fire,5. Titi Me Pregunto,9. The Winner Takes It All,17. One Day,18. Crying in the Club,23. Acele
268,18,23,11. K La Meteo,19. Limousine,23. Acele,14. Young and Beautiful,20. Caliente,21. Inainte Sa Ne Fi Nascut,18. Crying in the Club,16. Dance Again,10. Love in Slow Motion
269,8,23,23. Acele,22. Imperfect,5. Titi Me Pregunto,1. Ultima noapte de dragoste,8. High Hopes,3. Lav Stori,20. Caliente,14. Young and Beautiful,9. The Winner Takes It All
270,9,22,22. Imperfect,9. The Winner Takes It All,5. Titi Me Pregunto,14. Young and Beautiful,8. High Hopes,1. Ultima noapte de dragoste,10. Love in Slow Motion,2. Ten Seconds to Love,21. Inainte Sa Ne Fi Nascut
271,8,20,6. Lush Life,8. High Hopes,2. Ten Seconds to Love,20. Caliente,11. K La Meteo,15. Let's Get Loud,13. Bad Romance,4. Fire,16. Dance Again
272,19,22,7. Picatura de cerneala,6. Lush Life,22. Imperfect,1. Ultima noapte de dragoste,20. Caliente,4. Fire,19. Limousine,3. Lav Stori,8. High Hopes
273,19,22,9. The Winner Takes It All,17. One Day,20. Caliente,13. Bad Romance,22. Imperfect,12. L'enfer,19. Limousine,4. Fire,11. K La Meteo
274,11,23,2. Ten Seconds to Love,10. Love in Slow Motion,11. K La Meteo,17. One Day,21. Inainte Sa Ne Fi Nascut,23. Acele,9. The Winner Takes It All,19. Limousine,8. High Hopes
275,12,20,12. L'enfer,10. Love in Slow Motion,11. K La Meteo,18. Crying in the Club,13. Bad Romance,15. Let's Get Loud,19. Limousine,17. One Day,20. Caliente
276,17,23,8. High Hopes,2. Ten Seconds to Love,17. One Day,19. Limousine,16. Dance Again,22. Imperfect,4. Fire,23. Acele,3. Lav Stori
277,14,23,18. Crying in the Club,6. Lush Life,12. L'enfer,2. Ten Seconds to Love,9. The Winner Takes It All,14. Young and Beautiful,23. Acele,16. Dance Again,5. Titi Me Pregunto
278,13,23,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,5. Titi Me Pregunto,9. The Winner Takes It All,22. Imperfect,23. Acele,7. Picatura de cerneala,13. Bad Romance,11. K La Meteo
279,5,19,19. Limousine,17. One Day,4. Fire,8. High Hopes,10. Love in Slow Motion,3. Lav Stori,9. The Winner Takes It All,16. Dance Again,5. Titi Me Pregunto
280,7,21,7. Picatura de cerneala,3. Lav Stori,1. Ultima noapte de dragoste,14. Young and Beautiful,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut,17. One Day,19. Limousine,5. Titi Me Pregunto
281,17,23,18. Crying in the Club,11. K La Meteo,2. Ten Seconds to Love,19. Limousine,15. Let's Get Loud,23. Acele,7. Picatura de cerneala,17. One Day,1. Ultima noapte de dragoste
282,9,19,16. Dance Again,7. Picatura de cerneala,10. Love in Slow Motion,4. Fire,9. The Winner Takes It All,5. Titi Me Pregunto,19. Limousine,14. Young and Beautiful,11. K La Meteo
283,10,23,10. Love in Slow Motion,6. Lush Life,5. Titi Me Pregunto,2. Ten Seconds to Love,15. Let's Get Loud,23. Acele,20. Caliente,9. The Winner Takes It All,1. Ultima noapte de dragoste
284,11,21,12. L'enfer,21. Inainte Sa Ne Fi Nascut,8. High Hopes,13. Bad Romance,15. Let's Get Loud,16. Dance Again,11. K La Meteo,2. Ten Seconds to Love,9. The Winner Takes It All
285,12,23,2. Ten Seconds to Love,1. Ultima noapte de dragoste,20. Caliente,5. Titi Me Pregunto,11. K La Meteo,16. Dance Again,23. Acele,12. L'enfer,10. Love in Slow Motion
286,9,23,23. Acele,9. The Winner Takes It All,13. Bad Romance,18. Crying in the Club,8. High Hopes,11. K La Meteo,5. Titi Me Pregunto,4. Fire,15. Let's Get Loud
287,17,23,1. Ultima noapte de dragoste,13. Bad Romance,19. Limousine,17. One Day,6. Lush Life,4. Fire,23. Acele,20. Caliente,3. Lav Stori
288,7,23,20. Caliente,6. Lush Life,19. Limousine,23. Acele,7. Picatura de cerneala,22. Imperfect,5. Titi Me Pregunto,2. Ten Seconds to Love,13. Bad Romance
289,7,16,8. High Hopes,9. The Winner Takes It All,16. Dance Again,7. Picatura de cerneala,2. Ten Seconds to Love,3. Lav Stori,1. Ultima noapte de dragoste,4. Fire,15. Let's Get Loud
290,8,22,4. Fire,22. Imperfect,20. Caliente,9. The Winner Takes It All,10. Love in Slow Motion,13. Bad Romance,6. Lush Life,8. High Hopes,3. Lav Stori
