Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
148,43,50,32. Stay,46. Love Me Like You Do,27. Beneath Your Beautiful,33. Rolling in the Deep,2. All of Me,50. Ordinary,43. Mirrors,"37. 10,000 Hours",39. One Thing
149,9,45,36. New Romantics (Taylor's Version),5. A Thousand Years,19. Cosmic Love,39. One Thing,1. Rosemary,22. Heat Above,45. Story of My Life,9. Grenade,10. Love Someone
150,31,47,17. Felices los 4,46. Love Me Like You Do,31. Love On Top,23. All Too Well (Taylor's Version),47. A Sky Full Of Stars,13. That’s So True,41. Dive,20. Fire On Fire,9. Grenade
151,28,44,4. Just the Way You Are,28. Never Let Me Go,15. I Told You Things,44. Marry You,14. PILLOWTALK,10. Love Someone,31. Love On Top,24. Die For You,30. Adore You
152,23,47,6. I Wanna Be Yours,25. Skin and Bones,13. That’s So True,47. A Sky Full Of Stars,26. Work Song,23. All Too Well (Taylor's Version),45. Story of My Life,46. Love Me Like You Do,8. Mystery of Love
153,30,55,3. Perfect,51. Young and Beautiful,55. Paradise,24. Die For You,8. Mystery of Love,31. Love On Top,30. Adore You,46. Love Me Like You Do,22. Heat Above
154,36,54,23. All Too Well (Taylor's Version),34. Levitating,42. Sugar,6. I Wanna Be Yours,36. New Romantics (Taylor's Version),14. PILLOWTALK,54. Jealous,50. Ordinary,29. Adventure Of A Lifetime
155,19,48,47. A Sky Full Of Stars,48. Payphone,9. Grenade,4. Just the Way You Are,3. Perfect,19. Cosmic Love,43. Mirrors,31. Love On Top,2. All of Me
156,20,52,14. PILLOWTALK,20. Fire On Fire,19. Cosmic Love,25. Skin and Bones,47. A Sky Full Of Stars,2. All of Me,52. Just Give Me A Reason,8. Mystery of Love,32. Stay
157,29,52,24. Die For You,26. Work Song,29. Adventure Of A Lifetime,11. Rewrite The Stars,49. Treat You Better,4. Just the Way You Are,31. Love On Top,15. I Told You Things,52. Just Give Me A Reason
158,33,47,23. All Too Well (Taylor's Version),46. Love Me Like You Do,28. Never Let Me Go,19. Cosmic Love,32. Stay,47. A Sky Full Of Stars,33. Rolling in the Deep,42. Sugar,15. I Told You Things
159,46,55,46. Love Me Like You Do,27. Beneath Your Beautiful,12. Another Love,20. Fire On Fire,55. Paradise,34. Levitating,42. Sugar,2. All of Me,52. Just Give Me A Reason
160,20,53,14. PILLOWTALK,53. Next To Me,38. Boyfriend,2. All of Me,20. Fire On Fire,17. Felices los 4,46. Love Me Like You Do,47. A Sky Full Of Stars,18. Can't Remember to Forget You
161,38,45,42. Sugar,45. Story of My Life,27. Beneath Your Beautiful,17. Felices los 4,16. Worldwide,38. Boyfriend,39. One Thing,24. Die For You,31. Love On Top
162,33,45,45. Story of My Life,40. It's Not Living (If It's Not With You),42. Sugar,27. Beneath Your Beautiful,39. One Thing,28. Never Let Me Go,9. Grenade,33. Rolling in the Deep,18. Can't Remember to Forget You
163,25,38,38. Boyfriend,28. Never Let Me Go,16. Worldwide,34. Levitating,1. Rosemary,25. Skin and Bones,14. PILLOWTALK,"37. 10,000 Hours",7. Let Her Go
164,21,55,46. Love Me Like You Do,55. Paradise,45. Story of My Life,21. Can Old Lovers Ever Just Be Friends?,5. A Thousand Years,4. Just the Way You Are,48. Payphone,18. Can't Remember to Forget You,19. Cosmic Love
165,32,50,50. Ordinary,11. Rewrite The Stars,32. Stay,19. Cosmic Love,49. Treat You Better,16. Worldwide,45. Story of My Life,22. Heat Above,23. All Too Well (Taylor's Version)
166,26,52,"37. 10,000 Hours",40. It's Not Living (If It's Not With You),19. Cosmic Love,3. Perfect,15. I Told You Things,26. Work Song,52. Just Give Me A Reason,47. A Sky Full Of Stars,36. New Romantics (Taylor's Version)
167,35,55,9. Grenade,35. Nonsense,32. Stay,49. Treat You Better,42. Sugar,41. Dive,55. Paradise,40. It's Not Living (If It's Not With You),24. Die For You
168,36,52,14. PILLOWTALK,45. Story of My Life,52. Just Give Me A Reason,36. New Romantics (Taylor's Version),50. Ordinary,44. Marry You,22. Heat Above,47. A Sky Full Of Stars,9. Grenade
169,27,54,10. Love Someone,5. A Thousand Years,54. Jealous,27. Beneath Your Beautiful,"37. 10,000 Hours",6. I Wanna Be Yours,11. Rewrite The Stars,13. That’s So True,31. Love On Top
170,24,52,35. Nonsense,26. Work Song,15. I Told You Things,5. A Thousand Years,52. Just Give Me A Reason,47. A Sky Full Of Stars,4. Just the Way You Are,13. That’s So True,24. Die For You
171,29,42,4. Just the Way You Are,20. Fire On Fire,36. New Romantics (Taylor's Version),23. All Too Well (Taylor's Version),29. Adventure Of A Lifetime,19. Cosmic Love,42. Sugar,8. Mystery of Love,32. Stay
172,22,55,45. Story of My Life,36. New Romantics (Taylor's Version),55. Paradise,21. Can Old Lovers Ever Just Be Friends?,22. Heat Above,14. PILLOWTALK,46. Love Me Like You Do,6. I Wanna Be Yours,12. Another Love
173,24,55,39. One Thing,24. Die For You,12. Another Love,43. Mirrors,5. A Thousand Years,15. I Told You Things,11. Rewrite The Stars,14. PILLOWTALK,55. Paradise
174,26,53,53. Next To Me,13. That’s So True,6. I Wanna Be Yours,32. Stay,26. Work Song,51. Young and Beautiful,28. Never Let Me Go,10. Love Someone,20. Fire On Fire
175,40,54,43. Mirrors,41. Dive,13. That’s So True,25. Skin and Bones,17. Felices los 4,54. Jealous,32. Stay,40. It's Not Living (If It's Not With You),10. Love Someone
176,24,42,28. Never Let Me Go,25. Skin and Bones,38. Boyfriend,16. Worldwide,13. That’s So True,24. Die For You,42. Sugar,26. Work Song,14. PILLOWTALK
177,20,50,20. Fire On Fire,18. Can't Remember to Forget You,9. Grenade,14. PILLOWTALK,48. Payphone,50. Ordinary,19. Cosmic Love,16. Worldwide,49. Treat You Better
178,38,47,21. Can Old Lovers Ever Just Be Friends?,44. Marry You,38. Boyfriend,47. A Sky Full Of Stars,"37. 10,000 Hours",27. Beneath Your Beautiful,19. Cosmic Love,46. Love Me Like You Do,14. PILLOWTALK
179,24,46,12. Another Love,34. Levitating,8. Mystery of Love,42. Sugar,2. All of Me,46. Love Me Like You Do,13. That’s So True,24. Die For You,16. Worldwide
180,50,55,54. Jealous,"37. 10,000 Hours",51. Young and Beautiful,23. All Too Well (Taylor's Version),50. Ordinary,5. A Thousand Years,27. Beneath Your Beautiful,20. Fire On Fire,55. Paradise
181,12,48,22. Heat Above,33. Rolling in the Deep,17. Felices los 4,7. Let Her Go,12. Another Love,3. Perfect,36. New Romantics (Taylor's Version),26. Work Song,48. Payphone
182,39,53,39. One Thing,31. Love On Top,17. Felices los 4,26. Work Song,41. Dive,53. Next To Me,"37. 10,000 Hours",13. That’s So True,48. Payphone
183,24,55,55. Paradise,50. Ordinary,10. Love Someone,2. All of Me,14. PILLOWTALK,44. Marry You,24. Die For You,13. That’s So True,11. Rewrite The Stars
184,20,39,21. Can Old Lovers Ever Just Be Friends?,16. Worldwide,9. Grenade,26. Work Song,39. One Thing,19. Cosmic Love,33. Rolling in the Deep,14. PILLOWTALK,20. Fire On Fire
185,31,53,27. Beneath Your Beautiful,46. Love Me Like You Do,31. Love On Top,53. Next To Me,21. Can Old Lovers Ever Just Be Friends?,22. Heat Above,24. Die For You,34. Levitating,4. Just the Way You Are
186,11,46,22. Heat Above,29. Adventure Of A Lifetime,30. Adore You,46. Love Me Like You Do,33. Rolling in the Deep,38. Boyfriend,11. Rewrite The Stars,10. Love Someone,2. All of Me
187,25,47,27. Beneath Your Beautiful,"37. 10,000 Hours",25. Skin and Bones,47. A Sky Full Of Stars,17. Felices los 4,22. Heat Above,19. Cosmic Love,41. Dive,14. PILLOWTALK
188,37,51,31. Love On Top,"37. 10,000 Hours",30. Adore You,20. Fire On Fire,38. Boyfriend,10. Love Someone,51. Young and Beautiful,43. Mirrors,50. Ordinary
189,53,55,10. Love Someone,54. Jealous,36. New Romantics (Taylor's Version),53. Next To Me,14. PILLOWTALK,16. Worldwide,26. Work Song,23. All Too Well (Taylor's Version),55. Paradise
190,37,49,33. Rolling in the Deep,"37. 10,000 Hours",6. I Wanna Be Yours,36. New Romantics (Taylor's Version),46. Love Me Like You Do,48. Payphone,40. It's Not Living (If It's Not With You),9. Grenade,49. Treat You Better
191,26,53,46. Love Me Like You Do,24. Die For You,53. Next To Me,44. Marry You,26. Work Song,31. Love On Top,21. Can Old Lovers Ever Just Be Friends?,5. A Thousand Years,27. Beneath Your Beautiful
192,29,50,50. Ordinary,6. I Wanna Be Yours,30. Adore You,5. A Thousand Years,29. Adventure Of A Lifetime,34. Levitating,12. Another Love,24. Die For You,41. Dive
193,39,55,55. Paradise,51. Young and Beautiful,1. Rosemary,21. Can Old Lovers Ever Just Be Friends?,48. Payphone,39. One Thing,42. Sugar,17. Felices los 4,23. All Too Well (Taylor's Version)
194,26,50,4. Just the Way You Are,42. Sugar,11. Rewrite The Stars,26. Work Song,27. Beneath Your Beautiful,47. A Sky Full Of Stars,25. Skin and Bones,41. Dive,50. Ordinary
195,28,54,24. Die For You,22. Heat Above,48. Payphone,30. Adore You,11. Rewrite The Stars,54. Jealous,15. I Told You Things,28. Never Let Me Go,2. All of Me
196,29,44,44. Marry You,36. New Romantics (Taylor's Version),4. Just the Way You Are,15. I Told You Things,39. One Thing,"37. 10,000 Hours",1. Rosemary,29. Adventure Of A Lifetime,26. Work Song
197,38,55,38. Boyfriend,13. That’s So True,55. Paradise,6. I Wanna Be Yours,28. Never Let Me Go,40. It's Not Living (If It's Not With You),18. Can't Remember to Forget You,46. Love Me Like You Do,"37. 10,000 Hours"
198,26,47,44. Marry You,4. Just the Way You Are,27. Beneath Your Beautiful,21. Can Old Lovers Ever Just Be Friends?,26. Work Song,2. All of Me,11. Rewrite The Stars,25. Skin and Bones,47. A Sky Full Of Stars
199,28,51,4. Just the Way You Are,51. Young and Beautiful,43. Mirrors,14. PILLOWTALK,3. Perfect,31. Love On Top,28. Never Let Me Go,21. Can Old Lovers Ever Just Be Friends?,11. Rewrite The Stars
200,38,55,38. Boyfriend,20. Fire On Fire,"37. 10,000 Hours",47. A Sky Full Of Stars,55. Paradise,39. One Thing,50. Ordinary,46. Love Me Like You Do,2. All of Me
201,22,54,35. Nonsense,48. Payphone,52. Just Give Me A Reason,21. Can Old Lovers Ever Just Be Friends?,11. Rewrite The Stars,54. Jealous,1. Rosemary,22. Heat Above,6. I Wanna Be Yours
202,42,52,52. Just Give Me A Reason,42. Sugar,40. It's Not Living (If It's Not With You),47. A Sky Full Of Stars,21. Can Old Lovers Ever Just Be Friends?,45. Story of My Life,43. Mirrors,25. Skin and Bones,28. Never Let Me Go
203,22,52,43. Mirrors,41. Dive,2. All of Me,26. Work Song,48. Payphone,22. Heat Above,52. Just Give Me A Reason,29. Adventure Of A Lifetime,14. PILLOWTALK
204,32,48,41. Dive,20. Fire On Fire,31. Love On Top,48. Payphone,32. Stay,47. A Sky Full Of Stars,18. Can't Remember to Forget You,26. Work Song,"37. 10,000 Hours"
205,46,55,17. Felices los 4,46. Love Me Like You Do,47. A Sky Full Of Stars,55. Paradise,8. Mystery of Love,15. I Told You Things,51. Young and Beautiful,2. All of Me,42. Sugar
206,27,45,20. Fire On Fire,45. Story of My Life,6. I Wanna Be Yours,28. Never Let Me Go,31. Love On Top,12. Another Love,44. Marry You,8. Mystery of Love,27. Beneath Your Beautiful
207,29,52,52. Just Give Me A Reason,35. Nonsense,11. Rewrite The Stars,32. Stay,13. That’s So True,29. Adventure Of A Lifetime,46. Love Me Like You Do,27. Beneath Your Beautiful,20. Fire On Fire
208,28,51,28. Never Let Me Go,24. Die For You,5. A Thousand Years,42. Sugar,10. Love Someone,48. Payphone,44. Marry You,51. Young and Beautiful,8. Mystery of Love
209,15,47,9. Grenade,15. I Told You Things,6. I Wanna Be Yours,41. Dive,42. Sugar,46. Love Me Like You Do,14. PILLOWTALK,25. Skin and Bones,47. A Sky Full Of Stars
210,42,53,36. New Romantics (Taylor's Version),8. Mystery of Love,49. Treat You Better,28. Never Let Me Go,25. Skin and Bones,42. Sugar,45. Story of My Life,53. Next To Me,4. Just the Way You Are
211,19,52,16. Worldwide,19. Cosmic Love,10. Love Someone,13. That’s So True,35. Nonsense,46. Love Me Like You Do,52. Just Give Me A Reason,51. Young and Beautiful,38. Boyfriend
212,23,50,36. New Romantics (Taylor's Version),3. Perfect,49. Treat You Better,"37. 10,000 Hours",50. Ordinary,11. Rewrite The Stars,23. All Too Well (Taylor's Version),20. Fire On Fire,9. Grenade
213,29,55,28. Never Let Me Go,50. Ordinary,29. Adventure Of A Lifetime,55. Paradise,22. Heat Above,2. All of Me,41. Dive,39. One Thing,19. Cosmic Love
214,46,52,52. Just Give Me A Reason,4. Just the Way You Are,50. Ordinary,20. Fire On Fire,46. Love Me Like You Do,35. Nonsense,48. Payphone,10. Love Someone,22. Heat Above
215,23,48,16. Worldwide,29. Adventure Of A Lifetime,17. Felices los 4,45. Story of My Life,12. Another Love,21. Can Old Lovers Ever Just Be Friends?,48. Payphone,10. Love Someone,23. All Too Well (Taylor's Version)
216,21,48,36. New Romantics (Taylor's Version),21. Can Old Lovers Ever Just Be Friends?,40. It's Not Living (If It's Not With You),48. Payphone,2. All of Me,12. Another Love,35. Nonsense,6. I Wanna Be Yours,10. Love Someone
217,33,53,39. One Thing,25. Skin and Bones,53. Next To Me,33. Rolling in the Deep,23. All Too Well (Taylor's Version),14. PILLOWTALK,15. I Told You Things,36. New Romantics (Taylor's Version),13. That’s So True
218,28,36,6. I Wanna Be Yours,10. Love Someone,36. New Romantics (Taylor's Version),20. Fire On Fire,30. Adore You,14. PILLOWTALK,28. Never Let Me Go,19. Cosmic Love,25. Skin and Bones
219,32,47,"37. 10,000 Hours",32. Stay,18. Can't Remember to Forget You,21. Can Old Lovers Ever Just Be Friends?,15. I Told You Things,47. A Sky Full Of Stars,31. Love On Top,2. All of Me,33. Rolling in the Deep
220,14,44,36. New Romantics (Taylor's Version),18. Can't Remember to Forget You,43. Mirrors,14. PILLOWTALK,12. Another Love,3. Perfect,8. Mystery of Love,44. Marry You,17. Felices los 4
221,35,51,51. Young and Beautiful,24. Die For You,43. Mirrors,22. Heat Above,17. Felices los 4,35. Nonsense,14. PILLOWTALK,48. Payphone,29. Adventure Of A Lifetime
222,33,49,49. Treat You Better,48. Payphone,14. PILLOWTALK,26. Work Song,40. It's Not Living (If It's Not With You),33. Rolling in the Deep,41. Dive,1. Rosemary,13. That’s So True
223,29,39,27. Beneath Your Beautiful,32. Stay,39. One Thing,29. Adventure Of A Lifetime,11. Rewrite The Stars,38. Boyfriend,4. Just the Way You Are,36. New Romantics (Taylor's Version),28. Never Let Me Go
224,20,38,35. Nonsense,30. Adore You,38. Boyfriend,28. Never Let Me Go,22. Heat Above,1. Rosemary,20. Fire On Fire,5. A Thousand Years,16. Worldwide
225,33,46,5. A Thousand Years,34. Levitating,4. Just the Way You Are,46. Love Me Like You Do,24. Die For You,15. I Told You Things,"37. 10,000 Hours",18. Can't Remember to Forget You,33. Rolling in the Deep
226,45,50,36. New Romantics (Taylor's Version),32. Stay,45. Story of My Life,35. Nonsense,50. Ordinary,43. Mirrors,46. Love Me Like You Do,15. I Told You Things,6. I Wanna Be Yours
227,27,44,13. That’s So True,41. Dive,14. PILLOWTALK,27. Beneath Your Beautiful,22. Heat Above,19. Cosmic Love,35. Nonsense,31. Love On Top,44. Marry You
228,17,41,8. Mystery of Love,17. Felices los 4,6. I Wanna Be Yours,25. Skin and Bones,34. Levitating,5. A Thousand Years,41. Dive,1. Rosemary,40. It's Not Living (If It's Not With You)
229,17,55,10. Love Someone,19. Cosmic Love,39. One Thing,17. Felices los 4,15. I Told You Things,18. Can't Remember to Forget You,2. All of Me,8. Mystery of Love,55. Paradise
230,31,48,"37. 10,000 Hours",16. Worldwide,23. All Too Well (Taylor's Version),11. Rewrite The Stars,39. One Thing,48. Payphone,12. Another Love,28. Never Let Me Go,31. Love On Top
231,19,55,9. Grenade,39. One Thing,12. Another Love,19. Cosmic Love,27. Beneath Your Beautiful,23. All Too Well (Taylor's Version),5. A Thousand Years,55. Paradise,54. Jealous
232,28,53,1. Rosemary,33. Rolling in the Deep,18. Can't Remember to Forget You,53. Next To Me,24. Die For You,40. It's Not Living (If It's Not With You),28. Never Let Me Go,23. All Too Well (Taylor's Version),8. Mystery of Love
233,52,55,55. Paradise,31. Love On Top,25. Skin and Bones,7. Let Her Go,"37. 10,000 Hours",54. Jealous,39. One Thing,52. Just Give Me A Reason,21. Can Old Lovers Ever Just Be Friends?
234,36,55,28. Never Let Me Go,36. New Romantics (Taylor's Version),8. Mystery of Love,12. Another Love,6. I Wanna Be Yours,39. One Thing,55. Paradise,35. Nonsense,17. Felices los 4
235,26,46,9. Grenade,46. Love Me Like You Do,35. Nonsense,26. Work Song,34. Levitating,43. Mirrors,6. I Wanna Be Yours,10. Love Someone,29. Adventure Of A Lifetime
236,22,48,10. Love Someone,39. One Thing,29. Adventure Of A Lifetime,"37. 10,000 Hours",48. Payphone,6. I Wanna Be Yours,2. All of Me,13. That’s So True,22. Heat Above
237,41,54,12. Another Love,51. Young and Beautiful,39. One Thing,41. Dive,54. Jealous,4. Just the Way You Are,26. Work Song,38. Boyfriend,42. Sugar
238,39,53,9. Grenade,27. Beneath Your Beautiful,43. Mirrors,44. Marry You,52. Just Give Me A Reason,53. Next To Me,33. Rolling in the Deep,39. One Thing,8. Mystery of Love
239,31,55,3. Perfect,26. Work Song,31. Love On Top,49. Treat You Better,9. Grenade,48. Payphone,28. Never Let Me Go,33. Rolling in the Deep,55. Paradise
240,19,49,40. It's Not Living (If It's Not With You),41. Dive,19. Cosmic Love,24. Die For You,9. Grenade,3. Perfect,17. Felices los 4,49. Treat You Better,12. Another Love
241,35,53,15. I Told You Things,35. Nonsense,25. Skin and Bones,1. Rosemary,50. Ordinary,7. Let Her Go,52. Just Give Me A Reason,28. Never Let Me Go,53. Next To Me
242,39,52,39. One Thing,13. That’s So True,34. Levitating,49. Treat You Better,19. Cosmic Love,29. Adventure Of A Lifetime,32. Stay,48. Payphone,52. Just Give Me A Reason
243,20,52,10. Love Someone,40. It's Not Living (If It's Not With You),6. I Wanna Be Yours,44. Marry You,52. Just Give Me A Reason,21. Can Old Lovers Ever Just Be Friends?,19. Cosmic Love,1. Rosemary,20. Fire On Fire
244,33,46,6. I Wanna Be Yours,"37. 10,000 Hours",9. Grenade,24. Die For You,42. Sugar,33. Rolling in the Deep,46. Love Me Like You Do,12. Another Love,8. Mystery of Love
245,29,55,16. Worldwide,46. Love Me Like You Do,55. Paradise,43. Mirrors,30. Adore You,6. I Wanna Be Yours,3. Perfect,4. Just the Way You Are,29. Adventure Of A Lifetime
246,38,47,35. Nonsense,33. Rolling in the Deep,38. Boyfriend,46. Love Me Like You Do,31. Love On Top,22. Heat Above,47. A Sky Full Of Stars,45. Story of My Life,44. Marry You
247,25,52,15. I Told You Things,52. Just Give Me A Reason,9. Grenade,20. Fire On Fire,25. Skin and Bones,11. Rewrite The Stars,46. Love Me Like You Do,42. Sugar,45. Story of My Life
248,30,55,1. Rosemary,55. Paradise,49. Treat You Better,30. Adore You,32. Stay,4. Just the Way You Are,26. Work Song,43. Mirrors,27. Beneath Your Beautiful
249,40,55,22. Heat Above,48. Payphone,5. A Thousand Years,40. It's Not Living (If It's Not With You),38. Boyfriend,3. Perfect,39. One Thing,55. Paradise,54. Jealous
250,14,44,4. Just the Way You Are,3. Perfect,20. Fire On Fire,17. Felices los 4,29. Adventure Of A Lifetime,44. Marry You,14. PILLOWTALK,10. Love Someone,12. Another Love
251,38,50,41. Dive,50. Ordinary,33. Rolling in the Deep,32. Stay,10. Love Someone,38. Boyfriend,46. Love Me Like You Do,16. Worldwide,6. I Wanna Be Yours
252,37,46,44. Marry You,21. Can Old Lovers Ever Just Be Friends?,46. Love Me Like You Do,42. Sugar,12. Another Love,39. One Thing,41. Dive,"37. 10,000 Hours",27. Beneath Your Beautiful
253,25,47,47. A Sky Full Of Stars,26. Work Song,40. It's Not Living (If It's Not With You),22. Heat Above,25. Skin and Bones,18. Can't Remember to Forget You,41. Dive,23. All Too Well (Taylor's Version),42. Sugar
254,20,55,23. All Too Well (Taylor's Version),19. Cosmic Love,48. Payphone,22. Heat Above,33. Rolling in the Deep,55. Paradise,7. Let Her Go,20. Fire On Fire,15. I Told You Things
255,32,51,"37. 10,000 Hours",41. Dive,44. Marry You,32. Stay,28. Never Let Me Go,8. Mystery of Love,14. PILLOWTALK,24. Die For You,51. Young and Beautiful
256,31,48,46. Love Me Like You Do,19. Cosmic Love,14. PILLOWTALK,25. Skin and Bones,48. Payphone,31. Love On Top,39. One Thing,30. Adore You,3. Perfect
257,23,39,38. Boyfriend,14. PILLOWTALK,6. I Wanna Be Yours,23. All Too Well (Taylor's Version),22. Heat Above,5. A Thousand Years,39. One Thing,24. Die For You,34. Levitating
258,41,47,41. Dive,21. Can Old Lovers Ever Just Be Friends?,33. Rolling in the Deep,6. I Wanna Be Yours,46. Love Me Like You Do,18. Can't Remember to Forget You,25. Skin and Bones,30. Adore You,47. A Sky Full Of Stars
259,6,31,6. I Wanna Be Yours,2. All of Me,4. Just the Way You Are,19. Cosmic Love,12. Another Love,24. Die For You,23. All Too Well (Taylor's Version),31. Love On Top,1. Rosemary
260,33,55,21. Can Old Lovers Ever Just Be Friends?,42. Sugar,8. Mystery of Love,35. Nonsense,10. Love Someone,33. Rolling in the Deep,43. Mirrors,55. Paradise,23. All Too Well (Taylor's Version)
261,25,54,43. Mirrors,12. Another Love,40. It's Not Living (If It's Not With You),"37. 10,000 Hours",25. Skin and Bones,49. Treat You Better,54. Jealous,3. Perfect,42. Sugar
262,21,49,11. Rewrite The Stars,49. Treat You Better,46. Love Me Like You Do,25. Skin and Bones,28. Never Let Me Go,8. Mystery of Love,7. Let Her Go,21. Can Old Lovers Ever Just Be Friends?,4. Just the Way You Are
263,23,39,23. All Too Well (Taylor's Version),16. Worldwide,"37. 10,000 Hours",8. Mystery of Love,25. Skin and Bones,32. Stay,15. I Told You Things,6. I Wanna Be Yours,39. One Thing
264,49,53,49. Treat You Better,20. Fire On Fire,28. Never Let Me Go,6. I Wanna Be Yours,45. Story of My Life,52. Just Give Me A Reason,44. Marry You,53. Next To Me,38. Boyfriend
265,23,55,30. Adore You,4. Just the Way You Are,1. Rosemary,33. Rolling in the Deep,38. Boyfriend,2. All of Me,55. Paradise,41. Dive,23. All Too Well (Taylor's Version)
266,21,51,51. Young and Beautiful,7. Let Her Go,46. Love Me Like You Do,16. Worldwide,2. All of Me,21. Can Old Lovers Ever Just Be Friends?,26. Work Song,31. Love On Top,23. All Too Well (Taylor's Version)
267,21,54,12. Another Love,6. I Wanna Be Yours,21. Can Old Lovers Ever Just Be Friends?,53. Next To Me,24. Die For You,45. Story of My Life,44. Marry You,9. Grenade,54. Jealous
268,26,49,18. Can't Remember to Forget You,21. Can Old Lovers Ever Just Be Friends?,26. Work Song,42. Sugar,17. Felices los 4,15. I Told You Things,7. Let Her Go,49. Treat You Better,48. Payphone
269,43,51,"37. 10,000 Hours",47. A Sky Full Of Stars,5. A Thousand Years,45. Story of My Life,27. Beneath Your Beautiful,51. Young and Beautiful,40. It's Not Living (If It's Not With You),11. Rewrite The Stars,43. Mirrors
270,43,52,20. Fire On Fire,26. Work Song,51. Young and Beautiful,46. Love Me Like You Do,52. Just Give Me A Reason,29. Adventure Of A Lifetime,43. Mirrors,35. Nonsense,27. Beneath Your Beautiful
271,41,54,41. Dive,3. Perfect,24. Die For You,20. Fire On Fire,50. Ordinary,"37. 10,000 Hours",38. Boyfriend,35. Nonsense,54. Jealous
272,11,52,7. Let Her Go,11. Rewrite The Stars,2. All of Me,52. Just Give Me A Reason,23. All Too Well (Taylor's Version),1. Rosemary,14. PILLOWTALK,43. Mirrors,17. Felices los 4
273,24,52,9. Grenade,52. Just Give Me A Reason,14. PILLOWTALK,6. I Wanna Be Yours,13. That’s So True,25. Skin and Bones,24. Die For You,49. Treat You Better,32. Stay
274,29,46,43. Mirrors,29. Adventure Of A Lifetime,42. Sugar,25. Skin and Bones,17. Felices los 4,46. Love Me Like You Do,6. I Wanna Be Yours,24. Die For You,31. Love On Top
275,13,51,13. That’s So True,35. Nonsense,47. A Sky Full Of Stars,8. Mystery of Love,18. Can't Remember to Forget You,12. Another Love,1. Rosemary,51. Young and Beautiful,20. Fire On Fire
276,35,53,40. It's Not Living (If It's Not With You),13. That’s So True,19. Cosmic Love,30. Adore You,53. Next To Me,32. Stay,3. Perfect,18. Can't Remember to Forget You,35. Nonsense
277,33,54,32. Stay,10. Love Someone,34. Levitating,25. Skin and Bones,39. One Thing,54. Jealous,33. Rolling in the Deep,21. Can Old Lovers Ever Just Be Friends?,26. Work Song
278,38,55,30. Adore You,31. Love On Top,45. Story of My Life,55. Paradise,22. Heat Above,49. Treat You Better,18. Can't Remember to Forget You,38. Boyfriend,9. Grenade
279,23,55,14. PILLOWTALK,33. Rolling in the Deep,8. Mystery of Love,55. Paradise,30. Adore You,10. Love Someone,17. Felices los 4,18. Can't Remember to Forget You,23. All Too Well (Taylor's Version)
280,36,51,41. Dive,19. Cosmic Love,16. Worldwide,49. Treat You Better,36. New Romantics (Taylor's Version),51. Young and Beautiful,39. One Thing,3. Perfect,5. A Thousand Years
281,42,49,"37. 10,000 Hours",9. Grenade,42. Sugar,49. Treat You Better,45. Story of My Life,15. I Told You Things,44. Marry You,26. Work Song,17. Felices los 4
282,28,37,14. PILLOWTALK,35. Nonsense,18. Can't Remember to Forget You,7. Let Her Go,36. New Romantics (Taylor's Version),28. Never Let Me Go,"37. 10,000 Hours",33. Rolling in the Deep,25. Skin and Bones
283,43,51,47. A Sky Full Of Stars,43. Mirrors,5. A Thousand Years,36. New Romantics (Taylor's Version),22. Heat Above,51. Young and Beautiful,49. Treat You Better,3. Perfect,18. Can't Remember to Forget You
284,31,37,28. Never Let Me Go,36. New Romantics (Taylor's Version),24. Die For You,17. Felices los 4,26. Work Song,33. Rolling in the Deep,31. Love On Top,"37. 10,000 Hours",11. Rewrite The Stars
285,33,48,8. Mystery of Love,7. Let Her Go,48. Payphone,33. Rolling in the Deep,21. Can Old Lovers Ever Just Be Friends?,19. Cosmic Love,40. It's Not Living (If It's Not With You),42. Sugar,1. Rosemary
286,25,55,29. Adventure Of A Lifetime,49. Treat You Better,25. Skin and Bones,39. One Thing,50. Ordinary,12. Another Love,55. Paradise,41. Dive,17. Felices los 4
287,23,54,23. All Too Well (Taylor's Version),9. Grenade,3. Perfect,51. Young and Beautiful,5. A Thousand Years,24. Die For You,54. Jealous,40. It's Not Living (If It's Not With You),10. Love Someone
288,13,52,1. Rosemary,40. It's Not Living (If It's Not With You),6. I Wanna Be Yours,7. Let Her Go,52. Just Give Me A Reason,8. Mystery of Love,13. That’s So True,23. All Too Well (Taylor's Version),30. Adore You
289,25,54,33. Rolling in the Deep,25. Skin and Bones,11. Rewrite The Stars,9. Grenade,5. A Thousand Years,54. Jealous,50. Ordinary,1. Rosemary,40. It's Not Living (If It's Not With You)
290,47,51,48. Payphone,3. Perfect,31. Love On Top,6. I Wanna Be Yours,51. Young and Beautiful,41. Dive,29. Adventure Of A Lifetime,17. Felices los 4,47. A Sky Full Of Stars
291,23,51,4. Just the Way You Are,45. Story of My Life,40. It's Not Living (If It's Not With You),22. Heat Above,26. Work Song,39. One Thing,23. All Too Well (Taylor's Version),51. Young and Beautiful,16. Worldwide
292,38,54,8. Mystery of Love,53. Next To Me,21. Can Old Lovers Ever Just Be Friends?,38. Boyfriend,15. I Told You Things,40. It's Not Living (If It's Not With You),18. Can't Remember to Forget You,54. Jealous,2. All of Me
