Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
124,14,45,11. Can't Take My Eyes Off You,14. Ain't No Mountain High Enough,9. When a Man Loves a Woman,15. Hey Jude,19. Imagine,17. I Say a Little Prayer,18. Sweet Caroline (Live),29. Crazy Little Thing Called Love,45. I Just Can't Stop Loving You
125,11,45,11. Can't Take My Eyes Off You,6. Everybody Loves Somebody,29. Crazy Little Thing Called Love,8. Unchained Melody,10. Wouldn't It Be Nice,45. I Just Can't Stop Loving You,9. When a Man Loves a Woman,41. Kiss,31. Every Breath You Take
126,19,45,19. Imagine,6. Everybody Loves Somebody,16. Dream a Little Dream of Me,15. Hey Jude,24. Somebody To Love,3. Stand By Me,41. Kiss,45. I Just Can't Stop Loving You,30. Just the Two of Us
127,20,42,12. What a Wonderful World,38. Take on Me,10. Wouldn't It Be Nice,42. I Wanna Dance with Somebody,19. Imagine,39. Cheri Cheri Lady,20. Ain't No Sunshine,4. Be My Baby,17. I Say a Little Prayer
128,22,37,7. LOVE,26. Wonderful Tonight,10. Wouldn't It Be Nice,27. More Than a Woman,37. I Just Called To Say I Love You,22. Mamma Mia,"5. Oh, Pretty Woman ",31. Every Breath You Take,18. Sweet Caroline (Live)
129,26,42,26. Wonderful Tonight,1. At Last,17. I Say a Little Prayer,40. Nothing's Gonna Change My Love for You,28. You're the One That I Want,42. I Wanna Dance with Somebody,23. Fernando,38. Take on Me,11. Can't Take My Eyes Off You
130,26,45,26. Wonderful Tonight,6. Everybody Loves Somebody,38. Take on Me,18. Sweet Caroline (Live),27. More Than a Woman,14. Ain't No Mountain High Enough,20. Ain't No Sunshine,45. I Just Can't Stop Loving You,36. Purple Rain
131,13,35,35. Still Loving You,19. Imagine,"5. Oh, Pretty Woman ",22. Mamma Mia,26. Wonderful Tonight,32. Total Eclipse of the Heart,8. Unchained Melody,13. Happy Together,2. Can't Help Falling in Love
132,9,44,31. Every Breath You Take,35. Still Loving You,4. Be My Baby,44. The Way You Make Me Feel,42. I Wanna Dance with Somebody,9. When a Man Loves a Woman,38. Take on Me,8. Unchained Melody,"5. Oh, Pretty Woman "
133,18,38,16. Dream a Little Dream of Me,25. Don't Go Breaking My Heart,22. Mamma Mia,18. Sweet Caroline (Live),7. LOVE,8. Unchained Melody,10. Wouldn't It Be Nice,33. Time After Time,38. Take on Me
134,17,40,9. When a Man Loves a Woman,8. Unchained Melody,19. Imagine,21. Burning Love,17. I Say a Little Prayer,39. Cheri Cheri Lady,40. Nothing's Gonna Change My Love for You,12. What a Wonderful World,36. Purple Rain
135,29,42,9. When a Man Loves a Woman,40. Nothing's Gonna Change My Love for You,35. Still Loving You,4. Be My Baby,25. Don't Go Breaking My Heart,33. Time After Time,29. Crazy Little Thing Called Love,32. Total Eclipse of the Heart,42. I Wanna Dance with Somebody
136,27,46,39. Cheri Cheri Lady,25. Don't Go Breaking My Heart,26. Wonderful Tonight,29. Crazy Little Thing Called Love,38. Take on Me,46. Poison,27. More Than a Woman,2. Can't Help Falling in Love,19. Imagine
137,28,46,28. You're the One That I Want,12. What a Wonderful World,30. Just the Two of Us,3. Stand By Me,46. Poison,20. Ain't No Sunshine,8. Unchained Melody,41. Kiss,13. Happy Together
138,34,42,9. When a Man Loves a Woman,34. Smooth Operator,31. Every Breath You Take,42. I Wanna Dance with Somebody,32. Total Eclipse of the Heart,14. Ain't No Mountain High Enough,18. Sweet Caroline (Live),30. Just the Two of Us,38. Take on Me
139,22,38,29. Crazy Little Thing Called Love,38. Take on Me,23. Fernando,22. Mamma Mia,9. When a Man Loves a Woman,17. I Say a Little Prayer,27. More Than a Woman,6. Everybody Loves Somebody,4. Be My Baby
140,37,46,28. You're the One That I Want,3. Stand By Me,44. The Way You Make Me Feel,46. Poison,37. I Just Called To Say I Love You,27. More Than a Woman,16. Dream a Little Dream of Me,4. Be My Baby,45. I Just Can't Stop Loving You
141,24,44,44. The Way You Make Me Feel,22. Mamma Mia,38. Take on Me,18. Sweet Caroline (Live),40. Nothing's Gonna Change My Love for You,26. Wonderful Tonight,4. Be My Baby,16. Dream a Little Dream of Me,24. Somebody To Love
142,18,39,3. Stand By Me,16. Dream a Little Dream of Me,18. Sweet Caroline (Live),39. Cheri Cheri Lady,17. I Say a Little Prayer,20. Ain't No Sunshine,7. LOVE,28. You're the One That I Want,22. Mamma Mia
143,35,46,44. The Way You Make Me Feel,33. Time After Time,29. Crazy Little Thing Called Love,26. Wonderful Tonight,35. Still Loving You,46. Poison,42. I Wanna Dance with Somebody,34. Smooth Operator,17. I Say a Little Prayer
144,36,46,16. Dream a Little Dream of Me,17. I Say a Little Prayer,44. The Way You Make Me Feel,46. Poison,21. Burning Love,19. Imagine,8. Unchained Melody,36. Purple Rain,38. Take on Me
145,27,36,17. I Say a Little Prayer,34. Smooth Operator,"5. Oh, Pretty Woman ",36. Purple Rain,25. Don't Go Breaking My Heart,31. Every Breath You Take,27. More Than a Woman,22. Mamma Mia,6. Everybody Loves Somebody
146,26,44,11. Can't Take My Eyes Off You,7. LOVE,26. Wonderful Tonight,1. At Last,44. The Way You Make Me Feel,38. Take on Me,31. Every Breath You Take,2. Can't Help Falling in Love,19. Imagine
147,30,45,36. Purple Rain,45. I Just Can't Stop Loving You,12. What a Wonderful World,18. Sweet Caroline (Live),19. Imagine,30. Just the Two of Us,44. The Way You Make Me Feel,40. Nothing's Gonna Change My Love for You,28. You're the One That I Want
148,29,39,"5. Oh, Pretty Woman ",3. Stand By Me,35. Still Loving You,29. Crazy Little Thing Called Love,23. Fernando,38. Take on Me,27. More Than a Woman,39. Cheri Cheri Lady,36. Purple Rain
149,21,41,41. Kiss,18. Sweet Caroline (Live),27. More Than a Woman,34. Smooth Operator,15. Hey Jude,19. Imagine,8. Unchained Melody,21. Burning Love,37. I Just Called To Say I Love You
150,17,46,17. I Say a Little Prayer,3. Stand By Me,11. Can't Take My Eyes Off You,25. Don't Go Breaking My Heart,33. Time After Time,26. Wonderful Tonight,"5. Oh, Pretty Woman ",8. Unchained Melody,46. Poison
151,22,36,17. I Say a Little Prayer,"5. Oh, Pretty Woman ",35. Still Loving You,36. Purple Rain,8. Unchained Melody,19. Imagine,16. Dream a Little Dream of Me,22. Mamma Mia,11. Can't Take My Eyes Off You
152,25,46,7. LOVE,26. Wonderful Tonight,9. When a Man Loves a Woman,3. Stand By Me,4. Be My Baby,29. Crazy Little Thing Called Love,25. Don't Go Breaking My Heart,33. Time After Time,46. Poison
153,32,44,13. Happy Together,38. Take on Me,39. Cheri Cheri Lady,32. Total Eclipse of the Heart,16. Dream a Little Dream of Me,26. Wonderful Tonight,44. The Way You Make Me Feel,33. Time After Time,4. Be My Baby
154,21,42,14. Ain't No Mountain High Enough,39. Cheri Cheri Lady,24. Somebody To Love,21. Burning Love,42. I Wanna Dance with Somebody,20. Ain't No Sunshine,6. Everybody Loves Somebody,22. Mamma Mia,27. More Than a Woman
155,25,45,40. Nothing's Gonna Change My Love for You,1. At Last,33. Time After Time,25. Don't Go Breaking My Heart,7. LOVE,8. Unchained Melody,22. Mamma Mia,32. Total Eclipse of the Heart,45. I Just Can't Stop Loving You
156,32,40,35. Still Loving You,33. Time After Time,40. Nothing's Gonna Change My Love for You,34. Smooth Operator,7. LOVE,21. Burning Love,27. More Than a Woman,25. Don't Go Breaking My Heart,32. Total Eclipse of the Heart
157,29,38,19. Imagine,38. Take on Me,15. Hey Jude,7. LOVE,29. Crazy Little Thing Called Love,12. What a Wonderful World,36. Purple Rain,14. Ain't No Mountain High Enough,37. I Just Called To Say I Love You
158,27,36,18. Sweet Caroline (Live),25. Don't Go Breaking My Heart,27. More Than a Woman,17. I Say a Little Prayer,36. Purple Rain,12. What a Wonderful World,29. Crazy Little Thing Called Love,31. Every Breath You Take,11. Can't Take My Eyes Off You
159,16,44,29. Crazy Little Thing Called Love,8. Unchained Melody,39. Cheri Cheri Lady,37. I Just Called To Say I Love You,6. Everybody Loves Somebody,31. Every Breath You Take,22. Mamma Mia,16. Dream a Little Dream of Me,44. The Way You Make Me Feel
160,32,43,35. Still Loving You,19. Imagine,9. When a Man Loves a Woman,43. (I've Had) The Time of My Life,18. Sweet Caroline (Live),32. Total Eclipse of the Heart,14. Ain't No Mountain High Enough,41. Kiss,24. Somebody To Love
161,12,35,12. What a Wonderful World,24. Somebody To Love,6. Everybody Loves Somebody,1. At Last,16. Dream a Little Dream of Me,11. Can't Take My Eyes Off You,2. Can't Help Falling in Love,"5. Oh, Pretty Woman ",35. Still Loving You
162,30,45,45. I Just Can't Stop Loving You,16. Dream a Little Dream of Me,9. When a Man Loves a Woman,20. Ain't No Sunshine,43. (I've Had) The Time of My Life,24. Somebody To Love,8. Unchained Melody,10. Wouldn't It Be Nice,30. Just the Two of Us
163,36,44,20. Ain't No Sunshine,42. I Wanna Dance with Somebody,36. Purple Rain,38. Take on Me,17. I Say a Little Prayer,6. Everybody Loves Somebody,1. At Last,44. The Way You Make Me Feel,33. Time After Time
164,20,40,26. Wonderful Tonight,40. Nothing's Gonna Change My Love for You,29. Crazy Little Thing Called Love,11. Can't Take My Eyes Off You,20. Ain't No Sunshine,7. LOVE,12. What a Wonderful World,9. When a Man Loves a Woman,28. You're the One That I Want
165,16,34,8. Unchained Melody,23. Fernando,15. Hey Jude,7. LOVE,17. I Say a Little Prayer,16. Dream a Little Dream of Me,34. Smooth Operator,31. Every Breath You Take,3. Stand By Me
166,34,46,46. Poison,34. Smooth Operator,6. Everybody Loves Somebody,25. Don't Go Breaking My Heart,2. Can't Help Falling in Love,45. I Just Can't Stop Loving You,31. Every Breath You Take,19. Imagine,44. The Way You Make Me Feel
167,26,45,40. Nothing's Gonna Change My Love for You,3. Stand By Me,43. (I've Had) The Time of My Life,45. I Just Can't Stop Loving You,26. Wonderful Tonight,2. Can't Help Falling in Love,30. Just the Two of Us,4. Be My Baby,8. Unchained Melody
168,28,39,30. Just the Two of Us,36. Purple Rain,39. Cheri Cheri Lady,17. I Say a Little Prayer,35. Still Loving You,22. Mamma Mia,15. Hey Jude,4. Be My Baby,28. You're the One That I Want
169,28,37,10. Wouldn't It Be Nice,28. You're the One That I Want,36. Purple Rain,33. Time After Time,20. Ain't No Sunshine,31. Every Breath You Take,37. I Just Called To Say I Love You,18. Sweet Caroline (Live),24. Somebody To Love
170,35,41,41. Kiss,25. Don't Go Breaking My Heart,28. You're the One That I Want,"5. Oh, Pretty Woman ",10. Wouldn't It Be Nice,38. Take on Me,40. Nothing's Gonna Change My Love for You,35. Still Loving You,2. Can't Help Falling in Love
171,27,45,11. Can't Take My Eyes Off You,45. I Just Can't Stop Loving You,22. Mamma Mia,29. Crazy Little Thing Called Love,39. Cheri Cheri Lady,15. Hey Jude,35. Still Loving You,26. Wonderful Tonight,27. More Than a Woman
172,35,38,27. More Than a Woman,4. Be My Baby,35. Still Loving You,38. Take on Me,22. Mamma Mia,28. You're the One That I Want,1. At Last,36. Purple Rain,20. Ain't No Sunshine
173,36,46,29. Crazy Little Thing Called Love,36. Purple Rain,7. LOVE,13. Happy Together,20. Ain't No Sunshine,41. Kiss,46. Poison,35. Still Loving You,43. (I've Had) The Time of My Life
174,10,34,10. Wouldn't It Be Nice,2. Can't Help Falling in Love,34. Smooth Operator,3. Stand By Me,27. More Than a Woman,28. You're the One That I Want,4. Be My Baby,6. Everybody Loves Somebody,23. Fernando
175,31,43,33. Time After Time,1. At Last,22. Mamma Mia,38. Take on Me,31. Every Breath You Take,41. Kiss,43. (I've Had) The Time of My Life,"5. Oh, Pretty Woman ",32. Total Eclipse of the Heart
176,29,42,29. Crazy Little Thing Called Love,39. Cheri Cheri Lady,37. I Just Called To Say I Love You,21. Burning Love,33. Time After Time,17. I Say a Little Prayer,14. Ain't No Mountain High Enough,42. I Wanna Dance with Somebody,32. Total Eclipse of the Heart
177,31,42,31. Every Breath You Take,29. Crazy Little Thing Called Love,13. Happy Together,11. Can't Take My Eyes Off You,33. Time After Time,"5. Oh, Pretty Woman ",21. Burning Love,12. What a Wonderful World,42. I Wanna Dance with Somebody
178,30,43,17. I Say a Little Prayer,33. Time After Time,8. Unchained Melody,23. Fernando,42. I Wanna Dance with Somebody,43. (I've Had) The Time of My Life,30. Just the Two of Us,32. Total Eclipse of the Heart,37. I Just Called To Say I Love You
179,26,39,30. Just the Two of Us,16. Dream a Little Dream of Me,25. Don't Go Breaking My Heart,9. When a Man Loves a Woman,26. Wonderful Tonight,23. Fernando,39. Cheri Cheri Lady,32. Total Eclipse of the Heart,34. Smooth Operator
180,27,46,27. More Than a Woman,16. Dream a Little Dream of Me,20. Ain't No Sunshine,2. Can't Help Falling in Love,40. Nothing's Gonna Change My Love for You,15. Hey Jude,17. I Say a Little Prayer,8. Unchained Melody,46. Poison
181,22,45,33. Time After Time,45. I Just Can't Stop Loving You,22. Mamma Mia,18. Sweet Caroline (Live),31. Every Breath You Take,14. Ain't No Mountain High Enough,34. Smooth Operator,29. Crazy Little Thing Called Love,16. Dream a Little Dream of Me
182,27,46,46. Poison,37. I Just Called To Say I Love You,10. Wouldn't It Be Nice,12. What a Wonderful World,34. Smooth Operator,8. Unchained Melody,16. Dream a Little Dream of Me,30. Just the Two of Us,27. More Than a Woman
183,16,43,43. (I've Had) The Time of My Life,8. Unchained Melody,17. I Say a Little Prayer,25. Don't Go Breaking My Heart,20. Ain't No Sunshine,38. Take on Me,9. When a Man Loves a Woman,14. Ain't No Mountain High Enough,16. Dream a Little Dream of Me
184,43,46,20. Ain't No Sunshine,46. Poison,16. Dream a Little Dream of Me,37. I Just Called To Say I Love You,28. You're the One That I Want,44. The Way You Make Me Feel,43. (I've Had) The Time of My Life,30. Just the Two of Us,36. Purple Rain
185,36,46,1. At Last,"5. Oh, Pretty Woman ",44. The Way You Make Me Feel,14. Ain't No Mountain High Enough,36. Purple Rain,37. I Just Called To Say I Love You,46. Poison,26. Wonderful Tonight,9. When a Man Loves a Woman
186,17,44,4. Be My Baby,17. I Say a Little Prayer,14. Ain't No Mountain High Enough,24. Somebody To Love,22. Mamma Mia,44. The Way You Make Me Feel,8. Unchained Melody,30. Just the Two of Us,6. Everybody Loves Somebody
187,10,41,17. I Say a Little Prayer,31. Every Breath You Take,30. Just the Two of Us,10. Wouldn't It Be Nice,7. LOVE,2. Can't Help Falling in Love,18. Sweet Caroline (Live),41. Kiss,29. Crazy Little Thing Called Love
188,17,45,14. Ain't No Mountain High Enough,31. Every Breath You Take,9. When a Man Loves a Woman,29. Crazy Little Thing Called Love,13. Happy Together,17. I Say a Little Prayer,2. Can't Help Falling in Love,45. I Just Can't Stop Loving You,11. Can't Take My Eyes Off You
189,24,42,11. Can't Take My Eyes Off You,31. Every Breath You Take,12. What a Wonderful World,4. Be My Baby,1. At Last,24. Somebody To Love,42. I Wanna Dance with Somebody,39. Cheri Cheri Lady,30. Just the Two of Us
190,30,44,23. Fernando,30. Just the Two of Us,44. The Way You Make Me Feel,42. I Wanna Dance with Somebody,20. Ain't No Sunshine,29. Crazy Little Thing Called Love,10. Wouldn't It Be Nice,7. LOVE,34. Smooth Operator
191,20,42,9. When a Man Loves a Woman,42. I Wanna Dance with Somebody,7. LOVE,20. Ain't No Sunshine,39. Cheri Cheri Lady,14. Ain't No Mountain High Enough,19. Imagine,30. Just the Two of Us,28. You're the One That I Want
192,20,40,12. What a Wonderful World,31. Every Breath You Take,33. Time After Time,20. Ain't No Sunshine,24. Somebody To Love,21. Burning Love,6. Everybody Loves Somebody,40. Nothing's Gonna Change My Love for You,17. I Say a Little Prayer
193,23,45,28. You're the One That I Want,13. Happy Together,41. Kiss,35. Still Loving You,23. Fernando,2. Can't Help Falling in Love,45. I Just Can't Stop Loving You,6. Everybody Loves Somebody,39. Cheri Cheri Lady
194,27,44,44. The Way You Make Me Feel,"5. Oh, Pretty Woman ",4. Be My Baby,16. Dream a Little Dream of Me,32. Total Eclipse of the Heart,17. I Say a Little Prayer,43. (I've Had) The Time of My Life,22. Mamma Mia,27. More Than a Woman
195,26,40,40. Nothing's Gonna Change My Love for You,29. Crazy Little Thing Called Love,26. Wonderful Tonight,39. Cheri Cheri Lady,8. Unchained Melody,24. Somebody To Love,22. Mamma Mia,34. Smooth Operator,10. Wouldn't It Be Nice
196,19,44,28. You're the One That I Want,32. Total Eclipse of the Heart,17. I Say a Little Prayer,36. Purple Rain,16. Dream a Little Dream of Me,19. Imagine,1. At Last,44. The Way You Make Me Feel,4. Be My Baby
197,18,43,13. Happy Together,22. Mamma Mia,3. Stand By Me,18. Sweet Caroline (Live),43. (I've Had) The Time of My Life,38. Take on Me,"5. Oh, Pretty Woman ",17. I Say a Little Prayer,33. Time After Time
198,20,46,7. LOVE,46. Poison,2. Can't Help Falling in Love,32. Total Eclipse of the Heart,19. Imagine,40. Nothing's Gonna Change My Love for You,1. At Last,20. Ain't No Sunshine,10. Wouldn't It Be Nice
199,25,44,2. Can't Help Falling in Love,22. Mamma Mia,44. The Way You Make Me Feel,10. Wouldn't It Be Nice,25. Don't Go Breaking My Heart,16. Dream a Little Dream of Me,28. You're the One That I Want,31. Every Breath You Take,39. Cheri Cheri Lady
200,22,43,15. Hey Jude,17. I Say a Little Prayer,27. More Than a Woman,22. Mamma Mia,42. I Wanna Dance with Somebody,24. Somebody To Love,1. At Last,25. Don't Go Breaking My Heart,43. (I've Had) The Time of My Life
201,24,40,26. Wonderful Tonight,40. Nothing's Gonna Change My Love for You,22. Mamma Mia,24. Somebody To Love,8. Unchained Melody,15. Hey Jude,36. Purple Rain,38. Take on Me,35. Still Loving You
202,35,41,7. LOVE,37. I Just Called To Say I Love You,"5. Oh, Pretty Woman ",41. Kiss,39. Cheri Cheri Lady,25. Don't Go Breaking My Heart,15. Hey Jude,14. Ain't No Mountain High Enough,35. Still Loving You
203,16,40,14. Ain't No Mountain High Enough,40. Nothing's Gonna Change My Love for You,10. Wouldn't It Be Nice,27. More Than a Woman,30. Just the Two of Us,9. When a Man Loves a Woman,36. Purple Rain,15. Hey Jude,16. Dream a Little Dream of Me
204,25,46,42. I Wanna Dance with Somebody,31. Every Breath You Take,25. Don't Go Breaking My Heart,45. I Just Can't Stop Loving You,40. Nothing's Gonna Change My Love for You,10. Wouldn't It Be Nice,46. Poison,6. Everybody Loves Somebody,16. Dream a Little Dream of Me
205,17,46,27. More Than a Woman,41. Kiss,46. Poison,8. Unchained Melody,17. I Say a Little Prayer,11. Can't Take My Eyes Off You,18. Sweet Caroline (Live),25. Don't Go Breaking My Heart,13. Happy Together
206,27,40,40. Nothing's Gonna Change My Love for You,24. Somebody To Love,7. LOVE,18. Sweet Caroline (Live),28. You're the One That I Want,27. More Than a Woman,37. I Just Called To Say I Love You,15. Hey Jude,23. Fernando
207,34,45,17. I Say a Little Prayer,42. I Wanna Dance with Somebody,40. Nothing's Gonna Change My Love for You,34. Smooth Operator,26. Wonderful Tonight,2. Can't Help Falling in Love,45. I Just Can't Stop Loving You,7. LOVE,33. Time After Time
208,32,46,32. Total Eclipse of the Heart,"5. Oh, Pretty Woman ",25. Don't Go Breaking My Heart,20. Ain't No Sunshine,34. Smooth Operator,46. Poison,44. The Way You Make Me Feel,33. Time After Time,37. I Just Called To Say I Love You
209,20,37,15. Hey Jude,37. I Just Called To Say I Love You,13. Happy Together,1. At Last,32. Total Eclipse of the Heart,20. Ain't No Sunshine,31. Every Breath You Take,17. I Say a Little Prayer,6. Everybody Loves Somebody
210,15,35,2. Can't Help Falling in Love,35. Still Loving You,28. You're the One That I Want,4. Be My Baby,30. Just the Two of Us,8. Unchained Melody,15. Hey Jude,22. Mamma Mia,20. Ain't No Sunshine
211,36,45,40. Nothing's Gonna Change My Love for You,36. Purple Rain,38. Take on Me,41. Kiss,8. Unchained Melody,10. Wouldn't It Be Nice,45. I Just Can't Stop Loving You,26. Wonderful Tonight,27. More Than a Woman
212,18,41,39. Cheri Cheri Lady,40. Nothing's Gonna Change My Love for You,10. Wouldn't It Be Nice,27. More Than a Woman,12. What a Wonderful World,18. Sweet Caroline (Live),21. Burning Love,41. Kiss,8. Unchained Melody
213,16,43,13. Happy Together,22. Mamma Mia,9. When a Man Loves a Woman,43. (I've Had) The Time of My Life,23. Fernando,4. Be My Baby,25. Don't Go Breaking My Heart,3. Stand By Me,16. Dream a Little Dream of Me
214,14,44,14. Ain't No Mountain High Enough,13. Happy Together,3. Stand By Me,8. Unchained Melody,7. LOVE,42. I Wanna Dance with Somebody,22. Mamma Mia,44. The Way You Make Me Feel,11. Can't Take My Eyes Off You
215,25,44,41. Kiss,44. The Way You Make Me Feel,25. Don't Go Breaking My Heart,34. Smooth Operator,40. Nothing's Gonna Change My Love for You,19. Imagine,7. LOVE,27. More Than a Woman,3. Stand By Me
216,15,46,13. Happy Together,7. LOVE,46. Poison,37. I Just Called To Say I Love You,15. Hey Jude,3. Stand By Me,41. Kiss,8. Unchained Melody,10. Wouldn't It Be Nice
217,31,46,16. Dream a Little Dream of Me,31. Every Breath You Take,11. Can't Take My Eyes Off You,38. Take on Me,46. Poison,24. Somebody To Love,37. I Just Called To Say I Love You,25. Don't Go Breaking My Heart,43. (I've Had) The Time of My Life
218,16,41,24. Somebody To Love,38. Take on Me,4. Be My Baby,12. What a Wonderful World,15. Hey Jude,16. Dream a Little Dream of Me,10. Wouldn't It Be Nice,32. Total Eclipse of the Heart,41. Kiss
219,15,45,11. Can't Take My Eyes Off You,1. At Last,15. Hey Jude,"5. Oh, Pretty Woman ",45. I Just Can't Stop Loving You,6. Everybody Loves Somebody,26. Wonderful Tonight,22. Mamma Mia,19. Imagine
220,40,46,23. Fernando,1. At Last,46. Poison,40. Nothing's Gonna Change My Love for You,44. The Way You Make Me Feel,11. Can't Take My Eyes Off You,36. Purple Rain,42. I Wanna Dance with Somebody,14. Ain't No Mountain High Enough
221,11,44,11. Can't Take My Eyes Off You,10. Wouldn't It Be Nice,2. Can't Help Falling in Love,4. Be My Baby,28. You're the One That I Want,39. Cheri Cheri Lady,32. Total Eclipse of the Heart,44. The Way You Make Me Feel,21. Burning Love
222,18,43,13. Happy Together,18. Sweet Caroline (Live),26. Wonderful Tonight,28. You're the One That I Want,17. I Say a Little Prayer,43. (I've Had) The Time of My Life,6. Everybody Loves Somebody,12. What a Wonderful World,36. Purple Rain
223,22,41,33. Time After Time,19. Imagine,41. Kiss,2. Can't Help Falling in Love,22. Mamma Mia,20. Ain't No Sunshine,25. Don't Go Breaking My Heart,12. What a Wonderful World,36. Purple Rain
224,27,43,27. More Than a Woman,43. (I've Had) The Time of My Life,32. Total Eclipse of the Heart,25. Don't Go Breaking My Heart,38. Take on Me,7. LOVE,3. Stand By Me,18. Sweet Caroline (Live),40. Nothing's Gonna Change My Love for You
225,19,46,21. Burning Love,46. Poison,19. Imagine,29. Crazy Little Thing Called Love,13. Happy Together,2. Can't Help Falling in Love,1. At Last,36. Purple Rain,15. Hey Jude
226,20,42,1. At Last,35. Still Loving You,26. Wonderful Tonight,20. Ain't No Sunshine,10. Wouldn't It Be Nice,18. Sweet Caroline (Live),15. Hey Jude,11. Can't Take My Eyes Off You,42. I Wanna Dance with Somebody
227,30,46,45. I Just Can't Stop Loving You,21. Burning Love,29. Crazy Little Thing Called Love,20. Ain't No Sunshine,30. Just the Two of Us,1. At Last,38. Take on Me,35. Still Loving You,46. Poison
228,29,41,29. Crazy Little Thing Called Love,41. Kiss,32. Total Eclipse of the Heart,11. Can't Take My Eyes Off You,24. Somebody To Love,33. Time After Time,20. Ain't No Sunshine,10. Wouldn't It Be Nice,31. Every Breath You Take
229,27,41,27. More Than a Woman,28. You're the One That I Want,29. Crazy Little Thing Called Love,7. LOVE,38. Take on Me,37. I Just Called To Say I Love You,15. Hey Jude,1. At Last,41. Kiss
230,18,42,"5. Oh, Pretty Woman ",6. Everybody Loves Somebody,28. You're the One That I Want,18. Sweet Caroline (Live),42. I Wanna Dance with Somebody,17. I Say a Little Prayer,1. At Last,39. Cheri Cheri Lady,32. Total Eclipse of the Heart
231,12,45,38. Take on Me,45. I Just Can't Stop Loving You,15. Hey Jude,12. What a Wonderful World,"5. Oh, Pretty Woman ",11. Can't Take My Eyes Off You,31. Every Breath You Take,30. Just the Two of Us,3. Stand By Me
232,39,43,19. Imagine,39. Cheri Cheri Lady,31. Every Breath You Take,27. More Than a Woman,12. What a Wonderful World,43. (I've Had) The Time of My Life,40. Nothing's Gonna Change My Love for You,16. Dream a Little Dream of Me,42. I Wanna Dance with Somebody
233,17,39,37. I Just Called To Say I Love You,2. Can't Help Falling in Love,39. Cheri Cheri Lady,8. Unchained Melody,9. When a Man Loves a Woman,22. Mamma Mia,12. What a Wonderful World,17. I Say a Little Prayer,11. Can't Take My Eyes Off You
234,11,43,"5. Oh, Pretty Woman ",8. Unchained Melody,11. Can't Take My Eyes Off You,21. Burning Love,6. Everybody Loves Somebody,43. (I've Had) The Time of My Life,15. Hey Jude,17. I Say a Little Prayer,4. Be My Baby
235,26,41,19. Imagine,27. More Than a Woman,29. Crazy Little Thing Called Love,6. Everybody Loves Somebody,26. Wonderful Tonight,9. When a Man Loves a Woman,33. Time After Time,31. Every Breath You Take,41. Kiss
236,20,42,11. Can't Take My Eyes Off You,31. Every Breath You Take,9. When a Man Loves a Woman,42. I Wanna Dance with Somebody,6. Everybody Loves Somebody,17. I Say a Little Prayer,14. Ain't No Mountain High Enough,"5. Oh, Pretty Woman ",20. Ain't No Sunshine
237,28,37,28. You're the One That I Want,19. Imagine,9. When a Man Loves a Woman,35. Still Loving You,37. I Just Called To Say I Love You,16. Dream a Little Dream of Me,2. Can't Help Falling in Love,3. Stand By Me,33. Time After Time
238,26,36,36. Purple Rain,13. Happy Together,20. Ain't No Sunshine,11. Can't Take My Eyes Off You,30. Just the Two of Us,29. Crazy Little Thing Called Love,18. Sweet Caroline (Live),26. Wonderful Tonight,"5. Oh, Pretty Woman "
239,34,43,6. Everybody Loves Somebody,43. (I've Had) The Time of My Life,7. LOVE,10. Wouldn't It Be Nice,18. Sweet Caroline (Live),35. Still Loving You,34. Smooth Operator,9. When a Man Loves a Woman,25. Don't Go Breaking My Heart
240,37,46,35. Still Loving You,42. I Wanna Dance with Somebody,6. Everybody Loves Somebody,37. I Just Called To Say I Love You,38. Take on Me,8. Unchained Melody,11. Can't Take My Eyes Off You,1. At Last,46. Poison
241,10,33,31. Every Breath You Take,15. Hey Jude,3. Stand By Me,33. Time After Time,12. What a Wonderful World,9. When a Man Loves a Woman,17. I Say a Little Prayer,29. Crazy Little Thing Called Love,10. Wouldn't It Be Nice
242,32,41,41. Kiss,40. Nothing's Gonna Change My Love for You,33. Time After Time,4. Be My Baby,32. Total Eclipse of the Heart,11. Can't Take My Eyes Off You,8. Unchained Melody,27. More Than a Woman,37. I Just Called To Say I Love You
243,12,30,27. More Than a Woman,12. What a Wonderful World,30. Just the Two of Us,13. Happy Together,7. LOVE,21. Burning Love,23. Fernando,2. Can't Help Falling in Love,9. When a Man Loves a Woman
244,23,45,17. I Say a Little Prayer,34. Smooth Operator,6. Everybody Loves Somebody,37. I Just Called To Say I Love You,35. Still Loving You,23. Fernando,26. Wonderful Tonight,45. I Just Can't Stop Loving You,8. Unchained Melody
245,7,37,17. I Say a Little Prayer,4. Be My Baby,11. Can't Take My Eyes Off You,34. Smooth Operator,7. LOVE,21. Burning Love,3. Stand By Me,1. At Last,37. I Just Called To Say I Love You
246,33,45,45. I Just Can't Stop Loving You,42. I Wanna Dance with Somebody,7. LOVE,21. Burning Love,33. Time After Time,17. I Say a Little Prayer,9. When a Man Loves a Woman,40. Nothing's Gonna Change My Love for You,35. Still Loving You
